[1320, 1176]
[folio, [59.0, 55.0, 186.0, 18.0], shoonya_0s72IILO0SUOME, 5694585]
[folio, [59.0, 73.0, 186.0, 18.0], shoonya_0s72IILO0SUOME, 5694585]
[folio, [59.0, 91.0, 186.0, 18.0], shoonya_0s72IILO0SUOME, 5694585]
[folio, [59.0, 109.0, 186.0, 18.0], shoonya_0s72IILO0SUOME, 5694585]
[folio, [59.0, 127.0, 186.0, 18.0], shoonya_0s72IILO0SUOME, 5694585]
[folio, [59.0, 145.0, 186.0, 18.0], shoonya_0s72IILO0SUOME, 5694585]
[paragraph, [415.0, 180.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 198.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 216.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 234.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 252.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 270.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 288.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 306.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 324.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 342.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 360.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 378.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 396.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 414.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 432.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 450.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 468.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 486.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 504.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [415.0, 522.0, 339.0, 18.0], pXEJReNhr5, 5694585]
[paragraph, [766.0, 183.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 201.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 219.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 237.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 255.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 273.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 291.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 309.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 327.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 345.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 363.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 381.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 399.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 417.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 435.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 453.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 471.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 489.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 507.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 525.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 543.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 561.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 579.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 597.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 615.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 633.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 651.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 669.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 687.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 705.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 723.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [766.0, 741.0, 338.0, 18.0], aX3sBgemgH, 5694585]
[paragraph, [64.0, 184.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 202.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 220.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 238.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 256.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 274.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 292.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 310.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 328.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 346.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 364.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 382.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 400.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 418.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 436.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 454.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 472.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 490.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 508.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [64.0, 526.0, 346.0, 18.0], shoonya_2sI61VZYYXS1BY, 5694585]
[paragraph, [69.0, 552.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 570.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 588.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 606.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 624.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 642.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 660.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 678.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 696.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 714.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 732.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 750.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 768.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 786.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 804.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 822.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 840.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 858.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 876.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
[paragraph, [69.0, 894.0, 341.0, 18.0], shoonya_1sWXA72KJ0S87S, 5694585]
