[792, 612]
[paragraph, [77.0, 2.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 20.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 38.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 56.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 74.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 92.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 110.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 128.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[paragraph, [77.0, 146.0, 149.0, 18.0], shoonya_2sAWMTBFQWI6I8, 6515122]
[sidebar, [255.0, 8.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 26.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 44.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 62.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 80.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 98.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 116.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 134.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[sidebar, [255.0, 152.0, 268.0, 18.0], shoonya_11sRT6B6JX9TLB, 6515122]
[paragraph, [77.0, 177.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 195.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 213.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 231.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 249.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 267.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 285.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 303.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 321.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 339.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 357.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 375.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 393.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 411.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 429.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 447.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 465.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 483.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 501.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [77.0, 519.0, 147.0, 18.0], shoonya_0sVZQS247EG7KR, 6515122]
[paragraph, [233.0, 197.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 215.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 233.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 251.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 269.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 287.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 305.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 323.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 341.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 359.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [233.0, 377.0, 146.0, 18.0], shoonya_1s0O5EH9H2IBO1, 6515122]
[paragraph, [389.0, 197.0, 147.0, 18.0], shoonya_4sH9Q21V6YMFOF, 6515122]
[paragraph, [389.0, 215.0, 147.0, 18.0], shoonya_4sH9Q21V6YMFOF, 6515122]
[paragraph, [389.0, 233.0, 147.0, 18.0], shoonya_4sH9Q21V6YMFOF, 6515122]
[paragraph, [389.0, 251.0, 147.0, 18.0], shoonya_4sH9Q21V6YMFOF, 6515122]
[paragraph, [386.0, 285.0, 150.0, 18.0], shoonya_8sF3TL68U5TCEJ, 6515122]
[paragraph, [386.0, 303.0, 150.0, 18.0], shoonya_8sF3TL68U5TCEJ, 6515122]
[paragraph, [386.0, 321.0, 150.0, 18.0], shoonya_8sF3TL68U5TCEJ, 6515122]
[paragraph, [386.0, 339.0, 150.0, 18.0], shoonya_8sF3TL68U5TCEJ, 6515122]
[paragraph, [386.0, 357.0, 150.0, 18.0], shoonya_8sF3TL68U5TCEJ, 6515122]
[paragraph, [387.0, 385.0, 149.0, 18.0], shoonya_5s43UPHD8EW3QP, 6515122]
[paragraph, [387.0, 403.0, 149.0, 18.0], shoonya_5s43UPHD8EW3QP, 6515122]
[paragraph, [387.0, 421.0, 149.0, 18.0], shoonya_5s43UPHD8EW3QP, 6515122]
[paragraph, [233.0, 400.0, 146.0, 18.0], shoonya_3s4MZJI5Q9YV85, 6515122]
[paragraph, [233.0, 418.0, 146.0, 18.0], shoonya_3s4MZJI5Q9YV85, 6515122]
[paragraph, [233.0, 436.0, 146.0, 18.0], shoonya_3s4MZJI5Q9YV85, 6515122]
[paragraph, [233.0, 457.0, 148.0, 18.0], shoonya_7sLGECMPIX6G9T, 6515122]
[paragraph, [233.0, 475.0, 148.0, 18.0], shoonya_7sLGECMPIX6G9T, 6515122]
[paragraph, [233.0, 493.0, 148.0, 18.0], shoonya_7sLGECMPIX6G9T, 6515122]
[paragraph, [233.0, 511.0, 148.0, 18.0], shoonya_7sLGECMPIX6G9T, 6515122]
[paragraph, [233.0, 529.0, 148.0, 18.0], shoonya_7sLGECMPIX6G9T, 6515122]
[paragraph, [233.0, 547.0, 148.0, 18.0], shoonya_7sLGECMPIX6G9T, 6515122]
[paragraph, [233.0, 565.0, 148.0, 18.0], shoonya_7sLGECMPIX6G9T, 6515122]
[paragraph, [388.0, 457.0, 148.0, 18.0], shoonya_6sUVJNKKFMOD0X, 6515122]
[paragraph, [388.0, 475.0, 148.0, 18.0], shoonya_6sUVJNKKFMOD0X, 6515122]
[paragraph, [388.0, 493.0, 148.0, 18.0], shoonya_6sUVJNKKFMOD0X, 6515122]
[paragraph, [388.0, 511.0, 148.0, 18.0], shoonya_6sUVJNKKFMOD0X, 6515122]
[paragraph, [388.0, 529.0, 148.0, 18.0], shoonya_6sUVJNKKFMOD0X, 6515122]
[paragraph, [77.0, 551.0, 147.0, 18.0], shoonya_9s8MGN365D4JK6, 6515122]
[paragraph, [77.0, 569.0, 147.0, 18.0], shoonya_9s8MGN365D4JK6, 6515122]
[paragraph, [77.0, 587.0, 147.0, 18.0], shoonya_9s8MGN365D4JK6, 6515122]
[paragraph, [77.0, 605.0, 147.0, 18.0], shoonya_9s8MGN365D4JK6, 6515122]
[contact-info, [401.0, 559.0, 133.0, 18.0], shoonya_12sZ51BNX1O422, 6515122]
[contact-info, [401.0, 577.0, 133.0, 18.0], shoonya_12sZ51BNX1O422, 6515122]
[contact-info, [401.0, 595.0, 133.0, 18.0], shoonya_12sZ51BNX1O422, 6515122]
[paragraph, [234.0, 587.0, 145.0, 18.0], shoonya_10sLRM65LBMUI3, 6515122]
[paragraph, [234.0, 605.0, 145.0, 18.0], shoonya_10sLRM65LBMUI3, 6515122]
