[2339, 1656]
[dateline, [924.0, 10.0, 303.0, 64.5], yMhk1cXZSU, 5657098]
[folio, [432.0, 14.0, 487.0, 36.0], 8AEogxwaNM, 5657098]
[section-title, [649.0, 99.0, 353.0, 52.5], L5AmpCl1bd, 5657098]
[author, [673.0, 223.0, 330.0, 36.0], 096e86uV5Z, 5657098]
[contact-info, [351.0, 289.0, 969.0, 36.0], rorEAX8v5Q, 5657098]
[contact-info, [351.0, 325.0, 969.0, 36.0], rorEAX8v5Q, 5657098]
[contact-info, [351.0, 361.0, 969.0, 36.0], rorEAX8v5Q, 5657098]
[contact-info, [351.0, 397.0, 969.0, 36.0], rorEAX8v5Q, 5657098]
[contact-info, [351.0, 433.0, 969.0, 36.0], rorEAX8v5Q, 5657098]
[contact-info, [351.0, 469.0, 969.0, 36.0], rorEAX8v5Q, 5657098]
[paragraph, [77.0, 636.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 672.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 708.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 744.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 780.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 816.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 852.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 888.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 924.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 960.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [77.0, 996.0, 1493.0, 36.0], shoonya_3sIPTL0SVGMOCY, 5657098]
[paragraph, [60.0, 1042.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1078.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1114.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1150.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1186.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1222.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1258.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1294.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1330.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [60.0, 1366.0, 1521.0, 36.0], shoonya_2s7O2C8BLU2H3Q, 5657098]
[paragraph, [96.0, 1450.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [96.0, 1486.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [96.0, 1522.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [96.0, 1558.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [96.0, 1594.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [96.0, 1630.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [96.0, 1666.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [96.0, 1702.0, 1465.0, 36.0], shoonya_0sNA7G6980G9DG, 5657098]
[paragraph, [85.0, 1781.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 1817.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 1853.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 1889.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 1925.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 1961.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 1997.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 2033.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 2069.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 2105.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[paragraph, [85.0, 2141.0, 1477.0, 36.0], shoonya_1s43KKIJICKMU3, 5657098]
[folio, [351.0, 2258.0, 953.0, 36.0], pM4o2LQr8o, 5657098]
[folio, [351.0, 2294.0, 953.0, 36.0], pM4o2LQr8o, 5657098]
