[1468, 909]
[headline, [363.0, 70.0, 202.0, 25.5], sNp2CYov10, 5770663]
[headline, [363.0, 95.5, 202.0, 25.5], sNp2CYov10, 5770663]
[paragraph, [76.0, 135.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 153.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 171.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 189.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 207.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 225.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 243.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 261.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 279.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 297.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 315.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 333.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 351.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 369.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 387.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 405.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 423.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 441.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 459.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 477.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 495.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 513.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 531.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 549.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 567.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 585.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 603.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 621.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 639.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [76.0, 657.0, 380.0, 18.0], 7fQ8NM6ezO, 5770663]
[paragraph, [460.0, 138.0, 364.0, 18.0], 1p9evLKMzm, 5770663]
[paragraph, [460.0, 156.0, 364.0, 18.0], 1p9evLKMzm, 5770663]
[paragraph, [460.0, 174.0, 364.0, 18.0], 1p9evLKMzm, 5770663]
[paragraph, [460.0, 192.0, 364.0, 18.0], 1p9evLKMzm, 5770663]
[paragraph, [460.0, 210.0, 364.0, 18.0], 1p9evLKMzm, 5770663]
[paragraph, [460.0, 228.0, 364.0, 18.0], 1p9evLKMzm, 5770663]
