[1951, 1219]
[folio, [223.0, 121.0, 211.0, 36.0], CNoTHm_8mf, 5682679]
[paragraph, [123.0, 208.0, 972.0, 36.0], v5YXp_aw0U, 5682679]
[paragraph, [123.0, 244.0, 972.0, 36.0], v5YXp_aw0U, 5682679]
[paragraph, [123.0, 280.0, 972.0, 36.0], v5YXp_aw0U, 5682679]
[paragraph, [123.0, 316.0, 972.0, 36.0], v5YXp_aw0U, 5682679]
[paragraph, [123.0, 352.0, 972.0, 36.0], v5YXp_aw0U, 5682679]
[paragraph, [123.0, 388.0, 972.0, 36.0], v5YXp_aw0U, 5682679]
[paragraph, [121.0, 445.0, 972.0, 36.0], 2EIyI6emuS, 5682679]
[paragraph, [121.0, 481.0, 972.0, 36.0], 2EIyI6emuS, 5682679]
[paragraph, [121.0, 517.0, 972.0, 36.0], 2EIyI6emuS, 5682679]
[paragraph, [121.0, 553.0, 972.0, 36.0], 2EIyI6emuS, 5682679]
[paragraph, [121.0, 589.0, 972.0, 36.0], 2EIyI6emuS, 5682679]
[paragraph, [121.0, 625.0, 972.0, 36.0], 2EIyI6emuS, 5682679]
[paragraph, [120.0, 684.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 720.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 756.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 792.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 828.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 864.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 900.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 936.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 972.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1008.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1044.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1080.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1116.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1152.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1188.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1224.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1260.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1296.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1332.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1368.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1404.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1440.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1476.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1512.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1548.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1584.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1620.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1656.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1692.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1728.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1764.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
[paragraph, [120.0, 1800.0, 973.0, 36.0], XrdCCu2ftL, 5682679]
