[1754, 1241]
[paragraph, [215.0, 142.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [215.0, 178.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [215.0, 214.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [215.0, 250.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [215.0, 286.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [215.0, 322.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [215.0, 358.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [215.0, 394.0, 884.0, 36.0], PXmLJKuEpG, 6470899]
[paragraph, [217.0, 483.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 519.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 555.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 591.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 627.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 663.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 699.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 735.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 771.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 807.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 843.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 879.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 915.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 951.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 987.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 1023.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 1059.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 1095.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 1131.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [217.0, 1167.0, 883.0, 36.0], shoonya_0sLLD3R2039SNC, 6470899]
[paragraph, [216.0, 1340.0, 883.0, 36.0], LmVdOUtq8c, 6470899]
[paragraph, [216.0, 1376.0, 883.0, 36.0], LmVdOUtq8c, 6470899]
[paragraph, [216.0, 1412.0, 883.0, 36.0], LmVdOUtq8c, 6470899]
[paragraph, [216.0, 1448.0, 883.0, 36.0], LmVdOUtq8c, 6470899]
[paragraph, [216.0, 1484.0, 883.0, 36.0], LmVdOUtq8c, 6470899]
[footnote, [212.0, 1563.0, 687.0, 36.0], KzH87O7VnU, 6470899]
