[1263, 880]
[chapter-title, [358.0, 26.0, 274.0, 30.0], shoonya_0sA2R1KBLD8313, 5776239]
[paragraph, [164.0, 72.0, 655.0, 18.0], 1tP6LKcvPi, 5776239]
[paragraph, [164.0, 90.0, 655.0, 18.0], 1tP6LKcvPi, 5776239]
[paragraph, [164.0, 122.0, 655.0, 18.0], GY4LuO9Ba6, 5776239]
[paragraph, [164.0, 140.0, 655.0, 18.0], GY4LuO9Ba6, 5776239]
[paragraph, [164.0, 158.0, 655.0, 18.0], GY4LuO9Ba6, 5776239]
[paragraph, [164.0, 178.0, 369.0, 18.0], Ii3RPMBq_n, 5776239]
[paragraph, [164.0, 197.0, 663.0, 18.0], ase8yMIOHk, 5776239]
[paragraph, [164.0, 215.0, 663.0, 18.0], ase8yMIOHk, 5776239]
[paragraph, [164.0, 233.0, 663.0, 18.0], ase8yMIOHk, 5776239]
[paragraph, [164.0, 251.0, 663.0, 18.0], ase8yMIOHk, 5776239]
[paragraph, [164.0, 269.0, 663.0, 18.0], ase8yMIOHk, 5776239]
[paragraph, [166.0, 298.0, 658.0, 18.0], DBnyOQH0nI, 5776239]
[paragraph, [165.0, 328.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 346.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 364.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 382.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 400.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 418.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 436.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 454.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 472.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 490.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [165.0, 508.0, 663.0, 18.0], 25TMkIuPUh, 5776239]
[paragraph, [163.0, 528.0, 665.0, 18.0], VGu705HIz-, 5776239]
[paragraph, [163.0, 546.0, 665.0, 18.0], VGu705HIz-, 5776239]
[paragraph, [163.0, 578.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 596.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 614.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 632.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 650.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 668.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 686.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 704.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 722.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 740.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 758.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [163.0, 776.0, 666.0, 18.0], ZYzSR4lx7R, 5776239]
[paragraph, [160.0, 805.0, 670.0, 18.0], StIVyMKpAk, 5776239]
[paragraph, [160.0, 823.0, 670.0, 18.0], StIVyMKpAk, 5776239]
[paragraph, [167.0, 853.0, 669.0, 18.0], liNit0Tj_i, 5776239]
[paragraph, [167.0, 871.0, 669.0, 18.0], liNit0Tj_i, 5776239]
[paragraph, [167.0, 889.0, 669.0, 18.0], liNit0Tj_i, 5776239]
[paragraph, [177.0, 921.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 939.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 957.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 975.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 993.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 1011.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 1029.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 1047.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
[paragraph, [177.0, 1065.0, 662.0, 18.0], r9lBQDI8uu, 5776239]
