[1425, 1088]
[section-title, [221.0, 138.0, 218.0, 30.0], 1eBL6DGGxT, 5759094]
[figure-caption, [339.0, 569.0, 465.0, 18.0], shoonya_3sJ3952J4REKNY, 5759094]
[paragraph, [140.0, 615.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 633.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 651.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 669.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 687.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 705.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 723.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 741.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 759.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 777.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 795.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 813.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 831.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 849.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 867.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 885.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 903.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 921.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 939.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 957.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 975.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 993.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[paragraph, [140.0, 1011.0, 845.0, 18.0], shoonya_2sZWU2DK43EBVC, 5759094]
[folio, [828.0, 1348.0, 156.0, 18.0], shoonya_4sKMS4DNKTK8YP, 5759094]
