[1545, 2000]
[section-title, [179.0, 260.0, 308.0, 49.5], shoonya_4sGURKT3DHNQ22, 6513966]
[sidebar, [102.0, 441.0, 446.0, 36.0], 27iUo7N5H4, 6513966]
[section-title, [919.0, 467.0, 158.0, 49.5], 7MPUf8pRTC, 6513966]
[section-title, [919.0, 516.5, 158.0, 49.5], 7MPUf8pRTC, 6513966]
[section-title, [919.0, 566.0, 158.0, 49.5], 7MPUf8pRTC, 6513966]
[sidebar, [102.0, 541.0, 448.0, 36.0], Wi5QZ6r43i, 6513966]
[section-title, [1526.0, 627.0, 285.0, 49.5], Sz8LBf2Jvv, 6513966]
[section-title, [1526.0, 676.5, 285.0, 49.5], Sz8LBf2Jvv, 6513966]
[sidebar, [145.0, 672.0, 365.0, 36.0], eMULzWrvoc, 6513966]
[sidebar, [145.0, 708.0, 365.0, 36.0], eMULzWrvoc, 6513966]
[paragraph, [780.0, 706.0, 435.0, 36.0], shoonya_3s8ASDA86OC92O, 6513966]
[paragraph, [780.0, 742.0, 435.0, 36.0], shoonya_3s8ASDA86OC92O, 6513966]
[paragraph, [97.0, 773.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[paragraph, [97.0, 809.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[paragraph, [97.0, 845.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[paragraph, [97.0, 881.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[paragraph, [97.0, 917.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[paragraph, [97.0, 953.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[paragraph, [97.0, 989.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[paragraph, [97.0, 1025.0, 464.0, 36.0], shoonya_0sAY2L5I7RTCK6, 6513966]
[sub-section-title, [1491.0, 822.0, 350.0, 36.0], vYb_DFbNrn, 6513966]
[sub-section-title, [1491.0, 858.0, 350.0, 36.0], vYb_DFbNrn, 6513966]
[sub-section-title, [1491.0, 894.0, 350.0, 36.0], vYb_DFbNrn, 6513966]
[sub-section-title, [1491.0, 930.0, 350.0, 36.0], vYb_DFbNrn, 6513966]
[sub-section-title, [1491.0, 966.0, 350.0, 36.0], vYb_DFbNrn, 6513966]
[contact-info, [824.0, 1138.0, 350.0, 36.0], p64VbsraDW, 6513966]
[contact-info, [824.0, 1174.0, 350.0, 36.0], p64VbsraDW, 6513966]
[contact-info, [824.0, 1210.0, 350.0, 36.0], p64VbsraDW, 6513966]
[contact-info, [824.0, 1246.0, 350.0, 36.0], p64VbsraDW, 6513966]
[contact-info, [824.0, 1282.0, 350.0, 36.0], p64VbsraDW, 6513966]
[contact-info, [824.0, 1318.0, 350.0, 36.0], p64VbsraDW, 6513966]
[website-link, [834.0, 1336.0, 325.0, 18.0], IlRVkg7UHj, 6513966]
