[2180, 1639]
[paragraph, [814.0, 145.0, 749.0, 36.0], shoonya_5s6S16NNVLKBU3, 5654137]
[paragraph, [814.0, 181.0, 749.0, 36.0], shoonya_5s6S16NNVLKBU3, 5654137]
[paragraph, [814.0, 217.0, 749.0, 36.0], shoonya_5s6S16NNVLKBU3, 5654137]
[paragraph, [28.0, 148.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 184.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 220.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 256.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 292.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 328.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 364.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 400.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 436.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 472.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 508.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 544.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 580.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 616.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 652.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [28.0, 688.0, 770.0, 36.0], shoonya_4s4LZHVWW9MSSN, 5654137]
[paragraph, [817.0, 288.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 324.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 360.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 396.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 432.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 468.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 504.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 540.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 576.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 612.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 648.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 684.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 720.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 756.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 792.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 828.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 864.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 900.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 936.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 972.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [817.0, 1008.0, 761.0, 36.0], shoonya_1sH7SXF2CVGDLV, 5654137]
[paragraph, [34.0, 724.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 760.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 796.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 832.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 868.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 904.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 940.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 976.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 1012.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 1048.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 1084.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 1120.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 1156.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [34.0, 1192.0, 778.0, 36.0], shoonya_2sYGUK7LOPCI8A, 5654137]
[paragraph, [819.0, 1053.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1089.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
[paragraph, [819.0, 1125.0, 753.0, 36.0], shoonya_0sL7N9HVOOEDO1, 5654137]
