[1634, 1040]
[paragraph, [88.0, 147.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 183.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 219.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 255.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 291.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 327.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 363.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 399.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 435.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 471.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 507.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 543.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 579.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 615.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 651.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 687.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 723.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 759.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [88.0, 795.0, 866.0, 36.0], shoonya_0sLDRRN3VFENKS, 5731371]
[paragraph, [90.0, 848.0, 856.0, 36.0], shoonya_3s8MQQZXSBHG4B, 5731371]
[paragraph, [90.0, 884.0, 856.0, 36.0], shoonya_3s8MQQZXSBHG4B, 5731371]
[paragraph, [90.0, 920.0, 856.0, 36.0], shoonya_3s8MQQZXSBHG4B, 5731371]
[paragraph, [91.0, 996.0, 850.0, 36.0], shoonya_2sCRZTCTRFGU76, 5731371]
[paragraph, [91.0, 1032.0, 850.0, 36.0], shoonya_2sCRZTCTRFGU76, 5731371]
[paragraph, [91.0, 1068.0, 850.0, 36.0], shoonya_2sCRZTCTRFGU76, 5731371]
[paragraph, [91.0, 1104.0, 850.0, 36.0], shoonya_2sCRZTCTRFGU76, 5731371]
[paragraph, [91.0, 1140.0, 850.0, 36.0], shoonya_2sCRZTCTRFGU76, 5731371]
[paragraph, [91.0, 1176.0, 850.0, 36.0], shoonya_2sCRZTCTRFGU76, 5731371]
[paragraph, [91.0, 1212.0, 850.0, 36.0], shoonya_2sCRZTCTRFGU76, 5731371]
[paragraph, [99.0, 1257.0, 839.0, 36.0], shoonya_7sVX7MRPTYXRMV, 5731371]
[paragraph, [99.0, 1293.0, 839.0, 36.0], shoonya_7sVX7MRPTYXRMV, 5731371]
[paragraph, [99.0, 1329.0, 839.0, 36.0], shoonya_7sVX7MRPTYXRMV, 5731371]
[paragraph, [99.0, 1365.0, 839.0, 36.0], shoonya_7sVX7MRPTYXRMV, 5731371]
[paragraph, [93.0, 1409.0, 847.0, 36.0], shoonya_4sI71PJIH2Q2ZL, 5731371]
[paragraph, [93.0, 1445.0, 847.0, 36.0], shoonya_4sI71PJIH2Q2ZL, 5731371]
[paragraph, [93.0, 1481.0, 847.0, 36.0], shoonya_4sI71PJIH2Q2ZL, 5731371]
