[1372, 849]
[section-title, [361.0, 69.0, 126.0, 30.0], shoonya_3s7UII22TWGSHT, 5709996]
[paragraph, [66.0, 136.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 154.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 172.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 190.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 208.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 226.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 244.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 262.0, 711.0, 18.0], shoonya_2s0PR4QWDUDEGM, 5709996]
[paragraph, [66.0, 297.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 315.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 333.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 351.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 369.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 387.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 405.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 423.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 441.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 459.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 477.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 495.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 513.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 531.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 549.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 567.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 585.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 603.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 621.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 639.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 657.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 675.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 693.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 711.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 729.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 747.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 765.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 783.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 801.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 819.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 837.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [66.0, 855.0, 712.0, 18.0], shoonya_0sKFKDI149S5HH, 5709996]
[paragraph, [69.0, 882.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
[paragraph, [69.0, 900.0, 704.0, 18.0], shoonya_1s4QVHHQD0VRX8, 5709996]
