[842, 595]
[headline, [236.0, 35.0, 101.0, 25.5], shoonya_11sVRUD1YDL42H, 5756651]
[headline, [236.0, 60.5, 101.0, 25.5], shoonya_11sVRUD1YDL42H, 5756651]
[paragraph, [55.0, 199.0, 436.0, 18.0], shoonya_0sE8U2ERBTWEI3, 5756651]
[paragraph, [55.0, 217.0, 436.0, 18.0], shoonya_0sE8U2ERBTWEI3, 5756651]
[ordered-list, [42.0, 240.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 258.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 276.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 294.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 312.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 330.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 348.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 366.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 384.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 402.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 420.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 438.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 456.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 474.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 492.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 510.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 528.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 546.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 564.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 582.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 600.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 618.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 636.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 654.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 672.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 690.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[ordered-list, [42.0, 708.0, 494.0, 18.0], 4SwH8P_di-, 5756651]
[sub-ordered-list, [60.0, 276.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 294.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 312.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 330.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 348.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 366.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 384.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 402.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 420.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 438.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 456.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 474.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [60.0, 492.0, 467.0, 18.0], e0zz2LqDUe, 5756651]
[sub-ordered-list, [62.0, 545.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 563.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 581.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 599.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 617.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 635.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 653.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 671.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 689.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[sub-ordered-list, [62.0, 707.0, 476.0, 18.0], BiyTZBaJQ2, 5756651]
[subsub-ordered-list, [60.0, 618.0, 477.0, 18.0], KUaml74kJ8, 5756651]
[subsub-ordered-list, [60.0, 636.0, 477.0, 18.0], KUaml74kJ8, 5756651]
[subsub-ordered-list, [60.0, 654.0, 477.0, 18.0], KUaml74kJ8, 5756651]
[subsub-ordered-list, [60.0, 672.0, 477.0, 18.0], KUaml74kJ8, 5756651]
[subsub-ordered-list, [60.0, 690.0, 477.0, 18.0], KUaml74kJ8, 5756651]
[subsub-ordered-list, [60.0, 708.0, 477.0, 18.0], KUaml74kJ8, 5756651]
