[1248, 867]
[chapter-title, [394.0, 77.0, 180.0, 30.0], shoonya_3s577RACTYF7FJ, 5775917]
[paragraph, [190.0, 117.0, 499.0, 18.0], shoonya_5sSGD0W3499MNB, 5775917]
[paragraph, [193.0, 142.0, 537.0, 18.0], 7WgRHcLW5v, 5775917]
[paragraph, [167.0, 164.0, 633.0, 18.0], ZUARQS3TjE, 5775917]
[paragraph, [168.0, 191.0, 634.0, 18.0], shoonya_1sH80AI2TU2FWC, 5775917]
[paragraph, [168.0, 209.0, 634.0, 18.0], shoonya_1sH80AI2TU2FWC, 5775917]
[paragraph, [168.0, 227.0, 634.0, 18.0], shoonya_1sH80AI2TU2FWC, 5775917]
[paragraph, [168.0, 245.0, 634.0, 18.0], shoonya_1sH80AI2TU2FWC, 5775917]
[paragraph, [168.0, 263.0, 634.0, 18.0], shoonya_1sH80AI2TU2FWC, 5775917]
[paragraph, [168.0, 281.0, 634.0, 18.0], shoonya_1sH80AI2TU2FWC, 5775917]
[paragraph, [168.0, 299.0, 634.0, 18.0], shoonya_1sH80AI2TU2FWC, 5775917]
[paragraph, [166.0, 314.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 332.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 350.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 368.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 386.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 404.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 422.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 440.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 458.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
[paragraph, [166.0, 476.0, 642.0, 18.0], shoonya_0sDWWPY9ZL9YSD, 5775917]
