[792, 612]
[contact-info, [223.0, 184.0, 165.0, 18.0], pH7e_xuGlk, 6516870]
[contact-info, [223.0, 202.0, 165.0, 18.0], pH7e_xuGlk, 6516870]
[paragraph, [66.0, 232.0, 478.0, 18.0], shoonya_0s1ZM6IFTFIY2J, 6516870]
[paragraph, [66.0, 250.0, 478.0, 18.0], shoonya_0s1ZM6IFTFIY2J, 6516870]
[paragraph, [402.0, 295.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 313.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 331.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 349.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 367.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 385.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 403.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 421.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 439.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 457.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 475.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 493.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 511.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 529.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 547.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 565.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 583.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 601.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 619.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 637.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [402.0, 655.0, 160.0, 18.0], 3wCba9ZbHQ, 6516870]
[paragraph, [225.0, 296.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [225.0, 314.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [225.0, 332.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [225.0, 350.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [225.0, 368.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [225.0, 386.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [225.0, 404.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [225.0, 422.0, 163.0, 18.0], gbrGGppU12, 6516870]
[paragraph, [47.0, 340.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 358.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 376.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 394.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 412.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 430.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 448.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 466.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 484.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 502.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 520.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 538.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 556.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 574.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 592.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 610.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [47.0, 628.0, 162.0, 18.0], frrhkmvNDh, 6516870]
[paragraph, [221.0, 448.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [221.0, 466.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [221.0, 484.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [221.0, 502.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [221.0, 520.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [221.0, 538.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [221.0, 556.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [221.0, 574.0, 165.0, 18.0], tk1adDoLZq, 6516870]
[paragraph, [220.0, 599.0, 165.0, 18.0], TUdjhBRFSo, 6516870]
[paragraph, [220.0, 617.0, 165.0, 18.0], TUdjhBRFSo, 6516870]
[paragraph, [220.0, 635.0, 165.0, 18.0], TUdjhBRFSo, 6516870]
[paragraph, [220.0, 653.0, 165.0, 18.0], TUdjhBRFSo, 6516870]
[paragraph, [220.0, 671.0, 165.0, 18.0], TUdjhBRFSo, 6516870]
[paragraph, [45.0, 655.0, 164.0, 18.0], xmY_g2xV_b, 6516870]
