[1601, 1128]
[section-title, [84.0, 93.0, 131.0, 49.5], Pjv-Zm8aNy, 6472420]
[sidebar, [794.0, 262.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[sidebar, [794.0, 298.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[sidebar, [794.0, 334.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[sidebar, [794.0, 370.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[sidebar, [794.0, 406.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[sidebar, [794.0, 442.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[sidebar, [794.0, 478.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[sidebar, [794.0, 514.0, 269.0, 36.0], shoonya_1sHAJJCXPSLPAE, 6472420]
[paragraph, [587.0, 665.0, 471.0, 36.0], shoonya_6sPDI3F79HIN3K, 6472420]
[paragraph, [84.0, 668.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [84.0, 704.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [84.0, 740.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [84.0, 776.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [84.0, 812.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [84.0, 848.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [84.0, 884.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [84.0, 920.0, 476.0, 36.0], shoonya_10sHQ402YGD4RE, 6472420]
[paragraph, [585.0, 720.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 756.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 792.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 828.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 864.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 900.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 936.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 972.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 1008.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [585.0, 1044.0, 471.0, 36.0], shoonya_2sR987CGBSPYWL, 6472420]
[paragraph, [89.0, 970.0, 470.0, 36.0], shoonya_8s1CXB3SPII0NU, 6472420]
[paragraph, [89.0, 1006.0, 470.0, 36.0], shoonya_8s1CXB3SPII0NU, 6472420]
[paragraph, [89.0, 1042.0, 470.0, 36.0], shoonya_8s1CXB3SPII0NU, 6472420]
[paragraph, [89.0, 1078.0, 470.0, 36.0], shoonya_8s1CXB3SPII0NU, 6472420]
[paragraph, [89.0, 1114.0, 470.0, 36.0], shoonya_8s1CXB3SPII0NU, 6472420]
[paragraph, [585.0, 1095.0, 474.0, 36.0], shoonya_3sR7M4KZPT2FFA, 6472420]
[paragraph, [585.0, 1131.0, 474.0, 36.0], shoonya_3sR7M4KZPT2FFA, 6472420]
[paragraph, [585.0, 1167.0, 474.0, 36.0], shoonya_3sR7M4KZPT2FFA, 6472420]
[paragraph, [585.0, 1203.0, 474.0, 36.0], shoonya_3sR7M4KZPT2FFA, 6472420]
[paragraph, [585.0, 1239.0, 474.0, 36.0], shoonya_3sR7M4KZPT2FFA, 6472420]
[paragraph, [585.0, 1275.0, 474.0, 36.0], shoonya_3sR7M4KZPT2FFA, 6472420]
[paragraph, [85.0, 1169.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [85.0, 1205.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [85.0, 1241.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [85.0, 1277.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [85.0, 1313.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [85.0, 1349.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [85.0, 1385.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [85.0, 1421.0, 471.0, 36.0], shoonya_4sX9EGTL8JB57D, 6472420]
[paragraph, [582.0, 1346.0, 477.0, 36.0], shoonya_5sLWPD8JCZXL5D, 6472420]
[paragraph, [582.0, 1382.0, 477.0, 36.0], shoonya_5sLWPD8JCZXL5D, 6472420]
[paragraph, [582.0, 1418.0, 477.0, 36.0], shoonya_5sLWPD8JCZXL5D, 6472420]
