[1818, 1374]
[folio, [622.0, 121.0, 122.0, 36.0], shoonya_0sIOKRIK9R52Z6, 5682958]
[paragraph, [109.0, 193.0, 562.0, 36.0], shoonya_3sR1V8W38E763B, 5682958]
[paragraph, [109.0, 229.0, 562.0, 36.0], shoonya_3sR1V8W38E763B, 5682958]
[paragraph, [109.0, 265.0, 562.0, 36.0], shoonya_3sR1V8W38E763B, 5682958]
[paragraph, [691.0, 193.0, 572.0, 36.0], C-PRkqpxQD, 5682958]
[paragraph, [691.0, 229.0, 572.0, 36.0], C-PRkqpxQD, 5682958]
[paragraph, [691.0, 265.0, 572.0, 36.0], C-PRkqpxQD, 5682958]
[paragraph, [108.0, 320.0, 561.0, 36.0], XdCz3lY_z5, 5682958]
[paragraph, [108.0, 356.0, 561.0, 36.0], XdCz3lY_z5, 5682958]
[paragraph, [692.0, 321.0, 571.0, 36.0], NkNRBS--B2, 5682958]
[paragraph, [692.0, 357.0, 571.0, 36.0], NkNRBS--B2, 5682958]
[paragraph, [104.0, 406.0, 563.0, 36.0], YT3c1DnIeQ, 5682958]
[paragraph, [104.0, 442.0, 563.0, 36.0], YT3c1DnIeQ, 5682958]
[paragraph, [104.0, 478.0, 563.0, 36.0], YT3c1DnIeQ, 5682958]
[paragraph, [692.0, 406.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 442.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 478.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 514.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 550.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 586.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 622.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 658.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 694.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 730.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 766.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [692.0, 802.0, 570.0, 36.0], TJ-8wy9_JM, 5682958]
[paragraph, [103.0, 533.0, 564.0, 36.0], AjpMpD1Blg, 5682958]
[paragraph, [103.0, 569.0, 564.0, 36.0], AjpMpD1Blg, 5682958]
[paragraph, [102.0, 619.0, 566.0, 36.0], 8LEZpxwIW5, 5682958]
[paragraph, [102.0, 655.0, 566.0, 36.0], 8LEZpxwIW5, 5682958]
[paragraph, [102.0, 691.0, 566.0, 36.0], 8LEZpxwIW5, 5682958]
[paragraph, [102.0, 727.0, 566.0, 36.0], 8LEZpxwIW5, 5682958]
[paragraph, [102.0, 763.0, 566.0, 36.0], 8LEZpxwIW5, 5682958]
[paragraph, [102.0, 799.0, 566.0, 36.0], 8LEZpxwIW5, 5682958]
[paragraph, [108.0, 869.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 905.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 941.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 977.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1013.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1049.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1085.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1121.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1157.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1193.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1229.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1265.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1301.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1337.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [108.0, 1373.0, 569.0, 36.0], QuBaPekCfK, 5682958]
[paragraph, [692.0, 988.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1024.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1060.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1096.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1132.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1168.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1204.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1240.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1276.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1312.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1348.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1384.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1420.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1456.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1492.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1528.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1564.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1600.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1636.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [692.0, 1672.0, 572.0, 36.0], o1GsoH1zeo, 5682958]
[paragraph, [103.0, 1422.0, 570.0, 36.0], nKLW0Ob4Hk, 5682958]
[paragraph, [103.0, 1458.0, 570.0, 36.0], nKLW0Ob4Hk, 5682958]
[paragraph, [109.0, 1505.0, 568.0, 36.0], FLUaQgwUJP, 5682958]
[paragraph, [109.0, 1541.0, 568.0, 36.0], FLUaQgwUJP, 5682958]
[paragraph, [109.0, 1577.0, 568.0, 36.0], FLUaQgwUJP, 5682958]
[paragraph, [109.0, 1613.0, 568.0, 36.0], FLUaQgwUJP, 5682958]
[paragraph, [109.0, 1649.0, 568.0, 36.0], FLUaQgwUJP, 5682958]
