[3508, 2481]
[contact-info, [680.0, 358.0, 1124.0, 52.5], shoonya_7sBSNP30JSGLNE, 6516728]
[contact-info, [680.0, 410.5, 1124.0, 52.5], shoonya_7sBSNP30JSGLNE, 6516728]
[section-title, [1017.0, 578.0, 426.0, 93.0], 7OQ6pytr6H, 6516728]
[dateline, [221.0, 960.0, 402.0, 52.5], A7aL3uJ-Ww, 6516728]
[paragraph, [229.0, 1231.0, 241.0, 52.5], shoonya_6sY2KXQOR89XHJ, 6516728]
[paragraph, [223.0, 1342.0, 2040.0, 52.5], shoonya_0sZ3HC7X866ZZ8, 6516728]
[paragraph, [223.0, 1394.5, 2040.0, 52.5], shoonya_0sZ3HC7X866ZZ8, 6516728]
[paragraph, [223.0, 1447.0, 2040.0, 52.5], shoonya_0sZ3HC7X866ZZ8, 6516728]
[paragraph, [223.0, 1499.5, 2040.0, 52.5], shoonya_0sZ3HC7X866ZZ8, 6516728]
[paragraph, [223.0, 1552.0, 2040.0, 52.5], shoonya_0sZ3HC7X866ZZ8, 6516728]
[paragraph, [221.0, 1707.0, 2039.0, 52.5], shoonya_3sV3KLDRHUMZEG, 6516728]
[paragraph, [221.0, 1759.5, 2039.0, 52.5], shoonya_3sV3KLDRHUMZEG, 6516728]
[paragraph, [221.0, 1812.0, 2039.0, 52.5], shoonya_3sV3KLDRHUMZEG, 6516728]
[paragraph, [221.0, 1864.5, 2039.0, 52.5], shoonya_3sV3KLDRHUMZEG, 6516728]
[paragraph, [221.0, 1917.0, 2039.0, 52.5], shoonya_3sV3KLDRHUMZEG, 6516728]
[paragraph, [221.0, 1969.5, 2039.0, 52.5], shoonya_3sV3KLDRHUMZEG, 6516728]
[paragraph, [221.0, 2022.0, 2039.0, 52.5], shoonya_3sV3KLDRHUMZEG, 6516728]
[paragraph, [226.0, 2185.0, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[paragraph, [226.0, 2237.5, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[paragraph, [226.0, 2290.0, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[paragraph, [226.0, 2342.5, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[paragraph, [226.0, 2395.0, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[paragraph, [226.0, 2447.5, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[paragraph, [226.0, 2500.0, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[paragraph, [226.0, 2552.5, 2033.0, 52.5], shoonya_2sBXXZF26DMLWL, 6516728]
[ordered-list, [275.0, 2641.0, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 2693.5, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 2746.0, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 2798.5, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 2851.0, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 2903.5, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 2956.0, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 3008.5, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 3061.0, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[ordered-list, [275.0, 3113.5, 1984.0, 52.5], shoonya_10sJO1N12SRIIE, 6516728]
[paragraph, [226.0, 3274.0, 2033.0, 52.5], shoonya_5s3VDMIGDJAF7I, 6516728]
[paragraph, [226.0, 3326.5, 2033.0, 52.5], shoonya_5s3VDMIGDJAF7I, 6516728]
