[1606, 1056]
[folio, [102.0, 100.0, 226.0, 36.0], 1sRsEFLHy5, 5683969]
[folio, [447.0, 103.0, 161.0, 36.0], shoonya_1sL5GTNMJ428U1, 5683969]
[paragraph, [99.0, 152.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 188.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 224.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 260.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 296.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 332.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 368.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 404.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 440.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 476.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 512.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 548.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 584.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 620.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 656.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 692.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 728.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 764.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 800.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 836.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 872.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 908.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 944.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 980.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1016.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1052.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1088.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1124.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1160.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1196.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1232.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1268.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1304.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1340.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1376.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1412.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1448.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
[paragraph, [99.0, 1484.0, 852.0, 36.0], shoonya_0sU3T6ECIPK6ZE, 5683969]
