[5478, 3644]
[folio, [2236.0, 396.0, 851.0, 52.5], -VmwY08qxc, 5709890]
[folio, [2236.0, 448.5, 851.0, 52.5], -VmwY08qxc, 5709890]
[folio, [2236.0, 501.0, 851.0, 52.5], -VmwY08qxc, 5709890]
[paragraph, [440.0, 599.0, 2754.0, 52.5], shoonya_1sWZMO873P03LU, 5709890]
[paragraph, [440.0, 651.5, 2754.0, 52.5], shoonya_1sWZMO873P03LU, 5709890]
[paragraph, [440.0, 704.0, 2754.0, 52.5], shoonya_1sWZMO873P03LU, 5709890]
[paragraph, [440.0, 756.5, 2754.0, 52.5], shoonya_1sWZMO873P03LU, 5709890]
[paragraph, [440.0, 809.0, 2754.0, 52.5], shoonya_1sWZMO873P03LU, 5709890]
[paragraph, [440.0, 861.5, 2754.0, 52.5], shoonya_1sWZMO873P03LU, 5709890]
[paragraph, [440.0, 914.0, 2754.0, 52.5], shoonya_1sWZMO873P03LU, 5709890]
[paragraph, [373.0, 1001.0, 2819.0, 52.5], vQKQQtp-0u, 5709890]
[paragraph, [373.0, 1053.5, 2819.0, 52.5], vQKQQtp-0u, 5709890]
[paragraph, [373.0, 1106.0, 2819.0, 52.5], vQKQQtp-0u, 5709890]
[paragraph, [373.0, 1158.5, 2819.0, 52.5], vQKQQtp-0u, 5709890]
[paragraph, [373.0, 1211.0, 2819.0, 52.5], vQKQQtp-0u, 5709890]
[paragraph, [373.0, 1263.5, 2819.0, 52.5], vQKQQtp-0u, 5709890]
[paragraph, [373.0, 1316.0, 2819.0, 52.5], vQKQQtp-0u, 5709890]
[paragraph, [364.0, 1393.0, 2805.0, 52.5], PNEUIdJ67D, 5709890]
[paragraph, [364.0, 1445.5, 2805.0, 52.5], PNEUIdJ67D, 5709890]
[paragraph, [364.0, 1498.0, 2805.0, 52.5], PNEUIdJ67D, 5709890]
[paragraph, [364.0, 1550.5, 2805.0, 52.5], PNEUIdJ67D, 5709890]
[quote, [628.0, 1657.0, 551.0, 52.5], qTJCaWJZcs, 5709890]
[quote, [628.0, 1709.5, 551.0, 52.5], qTJCaWJZcs, 5709890]
[paragraph, [378.0, 1785.0, 2737.0, 52.5], EtMDUOVJj1, 5709890]
[paragraph, [378.0, 1837.5, 2737.0, 52.5], EtMDUOVJj1, 5709890]
[paragraph, [378.0, 1890.0, 2737.0, 52.5], EtMDUOVJj1, 5709890]
[paragraph, [378.0, 1942.5, 2737.0, 52.5], EtMDUOVJj1, 5709890]
[paragraph, [406.0, 2049.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2101.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2154.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2206.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2259.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2311.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2364.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2416.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2469.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2521.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2574.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2626.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2679.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2731.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2784.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2836.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2889.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2941.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 2994.0, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [406.0, 3046.5, 2777.0, 52.5], shoonya_0sKXT4PGNK1N9U, 5709890]
[paragraph, [446.0, 3237.0, 2760.0, 52.5], Pfn-ryJJVV, 5709890]
[paragraph, [446.0, 3289.5, 2760.0, 52.5], Pfn-ryJJVV, 5709890]
[paragraph, [446.0, 3342.0, 2760.0, 52.5], Pfn-ryJJVV, 5709890]
[paragraph, [446.0, 3394.5, 2760.0, 52.5], Pfn-ryJJVV, 5709890]
[paragraph, [446.0, 3447.0, 2760.0, 52.5], Pfn-ryJJVV, 5709890]
[paragraph, [464.0, 3510.0, 2641.0, 52.5], QsVGdrx4GH, 5709890]
[paragraph, [464.0, 3562.5, 2641.0, 52.5], QsVGdrx4GH, 5709890]
[paragraph, [464.0, 3615.0, 2641.0, 52.5], QsVGdrx4GH, 5709890]
[paragraph, [464.0, 3667.5, 2641.0, 52.5], QsVGdrx4GH, 5709890]
[paragraph, [464.0, 3720.0, 2641.0, 52.5], QsVGdrx4GH, 5709890]
[paragraph, [464.0, 3772.5, 2641.0, 52.5], QsVGdrx4GH, 5709890]
[paragraph, [491.0, 3884.0, 2587.0, 52.5], SQ9E91LbsV, 5709890]
[paragraph, [491.0, 3936.5, 2587.0, 52.5], SQ9E91LbsV, 5709890]
[paragraph, [491.0, 3989.0, 2587.0, 52.5], SQ9E91LbsV, 5709890]
[paragraph, [491.0, 4041.5, 2587.0, 52.5], SQ9E91LbsV, 5709890]
[paragraph, [491.0, 4094.0, 2587.0, 52.5], SQ9E91LbsV, 5709890]
[quote, [730.0, 4140.0, 737.0, 52.5], shoonya_2sNZNTLM1SKOS4, 5709890]
[quote, [730.0, 4192.5, 737.0, 52.5], shoonya_2sNZNTLM1SKOS4, 5709890]
[quote, [583.0, 4275.0, 2304.0, 52.5], aAxn_wQun-, 5709890]
[quote, [583.0, 4327.5, 2304.0, 52.5], aAxn_wQun-, 5709890]
