[2326, 1707]
[section-title, [328.0, 200.0, 358.0, 52.5], E9y9Fn7Zuz, 5734392]
[paragraph, [339.0, 298.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 334.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 370.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 406.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 442.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 478.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 514.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 550.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 586.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 622.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [339.0, 658.0, 1175.0, 36.0], shoonya_0sU7ZCQ2KYZFCH, 5734392]
[paragraph, [334.0, 754.0, 1177.0, 36.0], shoonya_1sMOYEUWAX7JZC, 5734392]
[paragraph, [334.0, 790.0, 1177.0, 36.0], shoonya_1sMOYEUWAX7JZC, 5734392]
[paragraph, [334.0, 826.0, 1177.0, 36.0], shoonya_1sMOYEUWAX7JZC, 5734392]
[paragraph, [334.0, 862.0, 1177.0, 36.0], shoonya_1sMOYEUWAX7JZC, 5734392]
[paragraph, [334.0, 898.0, 1177.0, 36.0], shoonya_1sMOYEUWAX7JZC, 5734392]
[paragraph, [334.0, 934.0, 1177.0, 36.0], shoonya_1sMOYEUWAX7JZC, 5734392]
[paragraph, [333.0, 1032.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1068.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1104.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1140.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1176.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1212.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1248.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1284.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1320.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [333.0, 1356.0, 1177.0, 36.0], shoonya_2s8PITGPS4FQGN, 5734392]
[paragraph, [330.0, 1433.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [330.0, 1469.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [330.0, 1505.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [330.0, 1541.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [330.0, 1577.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [330.0, 1613.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [330.0, 1649.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [330.0, 1685.0, 1180.0, 36.0], shoonya_4sG46BB335IKQ9, 5734392]
[paragraph, [324.0, 1771.0, 1189.0, 36.0], shoonya_5sBEEL5K152I1P, 5734392]
[paragraph, [324.0, 1807.0, 1189.0, 36.0], shoonya_5sBEEL5K152I1P, 5734392]
[paragraph, [324.0, 1843.0, 1189.0, 36.0], shoonya_5sBEEL5K152I1P, 5734392]
[paragraph, [324.0, 1879.0, 1189.0, 36.0], shoonya_5sBEEL5K152I1P, 5734392]
[paragraph, [324.0, 1915.0, 1189.0, 36.0], shoonya_5sBEEL5K152I1P, 5734392]
[paragraph, [324.0, 1951.0, 1189.0, 36.0], shoonya_5sBEEL5K152I1P, 5734392]
