[540, 960]
[section-title, [35.0, 6.0, 903.0, 30.0], H9YAx0olXL, 5715303]
[section-title, [35.0, 36.0, 903.0, 30.0], H9YAx0olXL, 5715303]
[unordered-list, [14.0, 102.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 120.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 138.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 156.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 174.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 192.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 210.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 228.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 246.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 264.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 282.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 300.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 318.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 336.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 354.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 372.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 390.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 408.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[unordered-list, [14.0, 426.0, 927.0, 18.0], shoonya_0sEWTSEMS5RF2K, 5715303]
[folio, [0.0, 496.0, 133.0, 18.0], 17wdlW1xKw, 5715303]
[folio, [0.0, 514.0, 133.0, 18.0], 17wdlW1xKw, 5715303]
