[1360, 828]
[folio, [610.0, 43.0, 130.0, 18.0], shoonya_0sU19RUOCP4E7M, 5782059]
[folio, [610.0, 61.0, 130.0, 18.0], shoonya_0sU19RUOCP4E7M, 5782059]
[folio, [610.0, 79.0, 130.0, 18.0], shoonya_0sU19RUOCP4E7M, 5782059]
[folio, [610.0, 97.0, 130.0, 18.0], shoonya_0sU19RUOCP4E7M, 5782059]
[section-title, [237.0, 116.0, 342.0, 30.0], YIuhIrYAoq, 5782059]
[ordered-list, [70.0, 146.0, 667.0, 18.0], oyggQwhp7V, 5782059]
[ordered-list, [70.0, 164.0, 667.0, 18.0], oyggQwhp7V, 5782059]
[ordered-list, [70.0, 182.0, 667.0, 18.0], oyggQwhp7V, 5782059]
[ordered-list, [70.0, 200.0, 667.0, 18.0], oyggQwhp7V, 5782059]
[ordered-list, [66.0, 231.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 249.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 267.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 285.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 303.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 321.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 339.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 357.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 375.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 393.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 411.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 429.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 447.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 465.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 483.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 501.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 519.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 537.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 555.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 573.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 591.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 609.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 627.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 645.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[ordered-list, [66.0, 663.0, 672.0, 18.0], RfiGdM-IKT, 5782059]
[sub-ordered-list, [71.0, 278.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 296.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 314.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 332.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 350.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 368.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 386.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 404.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 422.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 440.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 458.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 476.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 494.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 512.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 530.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 548.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 566.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 584.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 602.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 620.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 638.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[sub-ordered-list, [71.0, 656.0, 668.0, 18.0], 9VxSSQeceD, 5782059]
[subsub-ordered-list, [76.0, 373.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 391.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 409.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 427.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 445.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 463.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 481.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 499.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 517.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 535.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 553.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 571.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 589.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 607.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 625.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 643.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[subsub-ordered-list, [76.0, 661.0, 661.0, 18.0], 6LUj6cPX6-, 5782059]
[figure-caption, [196.0, 1071.0, 195.0, 18.0], 6ho7p8iQsR, 5782059]
[figure-caption, [196.0, 1089.0, 195.0, 18.0], 6ho7p8iQsR, 5782059]
[figure-caption, [196.0, 1107.0, 195.0, 18.0], 6ho7p8iQsR, 5782059]
[figure-caption, [196.0, 1125.0, 195.0, 18.0], 6ho7p8iQsR, 5782059]
[figure-caption, [196.0, 1143.0, 195.0, 18.0], 6ho7p8iQsR, 5782059]
