[1987, 1270]
[folio, [598.0, 121.0, 85.0, 36.0], shoonya_6sYXL9Y4CJ7DFU, 5682422]
[paragraph, [126.0, 182.0, 1011.0, 36.0], shoonya_4s0URIPBS7C3IW, 5682422]
[paragraph, [126.0, 243.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 279.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 315.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 351.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 387.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 423.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 459.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 495.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 531.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [126.0, 567.0, 1014.0, 36.0], shoonya_2sJB0CPGJQ6V79, 5682422]
[paragraph, [125.0, 610.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [125.0, 646.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [125.0, 682.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [125.0, 718.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [125.0, 754.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [125.0, 790.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [125.0, 826.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [125.0, 862.0, 1017.0, 36.0], shoonya_3s9NOT4N6MP7C3, 5682422]
[paragraph, [124.0, 922.0, 1020.0, 36.0], shoonya_1s7ZVQIMJOOAAO, 5682422]
[paragraph, [124.0, 958.0, 1020.0, 36.0], shoonya_1s7ZVQIMJOOAAO, 5682422]
[paragraph, [124.0, 994.0, 1020.0, 36.0], shoonya_1s7ZVQIMJOOAAO, 5682422]
[paragraph, [124.0, 1030.0, 1020.0, 36.0], shoonya_1s7ZVQIMJOOAAO, 5682422]
[paragraph, [124.0, 1066.0, 1020.0, 36.0], shoonya_1s7ZVQIMJOOAAO, 5682422]
[paragraph, [127.0, 1133.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1169.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1205.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1241.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1277.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1313.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1349.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1385.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [127.0, 1421.0, 1018.0, 36.0], shoonya_7sIAXMZX7HXBQN, 5682422]
[paragraph, [123.0, 1495.0, 1020.0, 36.0], shoonya_5sSHG05OFVLMEF, 5682422]
[paragraph, [123.0, 1531.0, 1020.0, 36.0], shoonya_5sSHG05OFVLMEF, 5682422]
[paragraph, [125.0, 1606.0, 1015.0, 36.0], 2Uw6V0RvNi, 5682422]
[paragraph, [125.0, 1642.0, 1015.0, 36.0], 2Uw6V0RvNi, 5682422]
[paragraph, [123.0, 1704.0, 1020.0, 36.0], nK5vrNKQHb, 5682422]
[paragraph, [123.0, 1740.0, 1020.0, 36.0], nK5vrNKQHb, 5682422]
[paragraph, [123.0, 1776.0, 1020.0, 36.0], nK5vrNKQHb, 5682422]
[paragraph, [123.0, 1812.0, 1020.0, 36.0], nK5vrNKQHb, 5682422]
