[1419, 1005]
[paragraph, [0.0, 0.0, 496.0, 18.0], qAztApaNRC, 5747777]
[paragraph, [0.0, 18.0, 496.0, 18.0], qAztApaNRC, 5747777]
[paragraph, [0.0, 36.0, 496.0, 18.0], qAztApaNRC, 5747777]
[paragraph, [0.0, 54.0, 496.0, 18.0], qAztApaNRC, 5747777]
[paragraph, [0.0, 72.0, 496.0, 18.0], qAztApaNRC, 5747777]
[paragraph, [0.0, 90.0, 496.0, 18.0], qAztApaNRC, 5747777]
[paragraph, [0.0, 108.0, 496.0, 18.0], qAztApaNRC, 5747777]
[paragraph, [510.0, 0.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 18.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 36.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 54.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 72.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 90.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 108.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 126.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 144.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 162.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 180.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 198.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [510.0, 216.0, 494.0, 18.0], shoonya_0sM7QYPX0TORH9, 5747777]
[paragraph, [0.0, 170.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 188.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 206.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 224.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 242.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 260.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 278.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 296.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 314.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 332.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 350.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 368.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 386.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 404.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 422.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 440.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 458.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 476.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 494.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 512.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 530.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 548.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 566.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 584.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 602.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 620.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 638.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 656.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 674.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 692.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 710.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 728.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 746.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 764.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 782.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 800.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 818.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 836.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 854.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 872.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 890.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 908.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 926.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 944.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 962.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 980.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 998.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1016.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1034.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1052.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1070.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1088.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1106.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1124.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1142.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1160.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1178.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1196.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1214.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1232.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1250.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1268.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1286.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1304.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[paragraph, [0.0, 1322.0, 496.0, 18.0], e5wYAyZrk9, 5747777]
[options, [584.0, 442.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 460.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 478.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 496.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 514.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 532.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 550.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 568.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 586.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 604.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [584.0, 622.0, 157.0, 18.0], oaHmgja1So, 5747777]
[options, [587.0, 786.0, 381.0, 18.0], dzlf4GIr87, 5747777]
[options, [587.0, 804.0, 381.0, 18.0], dzlf4GIr87, 5747777]
