[2569, 1944]
[headline, [640.0, 25.0, 738.0, 52.5], shoonya_0sL3WCQWL7BTA9, 5683740]
[headline, [640.0, 77.5, 738.0, 52.5], shoonya_0sL3WCQWL7BTA9, 5683740]
[author, [1431.0, 184.0, 469.0, 46.5], en9R-iqA_X, 5683740]
[author, [1431.0, 230.5, 469.0, 46.5], en9R-iqA_X, 5683740]
[paragraph, [458.0, 300.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 346.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 393.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 439.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 486.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 532.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 579.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 625.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 672.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 718.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 765.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 811.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 858.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 904.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 951.0, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [458.0, 997.5, 1419.0, 46.5], shoonya_1sUFBV3HNJNJ18, 5683740]
[paragraph, [1254.0, 1070.0, 621.0, 46.5], V1nqOjRPTa, 5683740]
[paragraph, [1254.0, 1116.5, 621.0, 46.5], V1nqOjRPTa, 5683740]
[paragraph, [543.0, 1150.0, 652.0, 46.5], Iy-45SbK3U, 5683740]
[paragraph, [543.0, 1196.5, 652.0, 46.5], Iy-45SbK3U, 5683740]
[paragraph, [543.0, 1243.0, 652.0, 46.5], Iy-45SbK3U, 5683740]
[paragraph, [543.0, 1289.5, 652.0, 46.5], Iy-45SbK3U, 5683740]
[paragraph, [570.0, 1359.0, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1405.5, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1452.0, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1498.5, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1545.0, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1591.5, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1638.0, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1684.5, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1731.0, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [570.0, 1777.5, 1303.0, 46.5], -F1nakQfdi, 5683740]
[paragraph, [582.0, 1855.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 1901.5, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 1948.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 1994.5, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2041.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2087.5, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2134.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2180.5, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2227.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2273.5, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2320.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2366.5, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2413.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2459.5, 1354.0, 46.5], QEEu7dFZXK, 5683740]
[paragraph, [582.0, 2506.0, 1354.0, 46.5], QEEu7dFZXK, 5683740]
