[2339, 1653]
[paragraph, [252.0, 245.0, 1152.0, 36.0], shoonya_2sDUMYJ9A2RZK6, 5685698]
[paragraph, [252.0, 281.0, 1152.0, 36.0], shoonya_2sDUMYJ9A2RZK6, 5685698]
[paragraph, [252.0, 317.0, 1152.0, 36.0], shoonya_2sDUMYJ9A2RZK6, 5685698]
[paragraph, [639.0, 383.0, 765.0, 36.0], shoonya_1sGC0ZD73P0U36, 5685698]
[paragraph, [250.0, 449.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 485.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 521.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 557.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 593.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 629.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 665.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 701.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [250.0, 737.0, 1152.0, 36.0], shoonya_0sP35QU7ZD2RA1, 5685698]
[paragraph, [721.0, 801.0, 679.0, 36.0], DXoW3_uIcY, 5685698]
[section-title, [357.0, 805.0, 357.0, 52.5], frswRE2WZ7, 5685698]
[paragraph, [247.0, 874.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 910.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 946.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 982.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1018.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1054.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1090.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1126.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1162.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1198.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1234.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1270.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1306.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1342.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1378.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1414.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1450.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1486.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1522.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1558.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1594.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1630.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1666.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1702.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1738.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1774.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1810.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1846.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1882.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1918.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1954.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 1990.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 2026.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
[paragraph, [247.0, 2062.0, 1163.0, 36.0], 6U40AikjoR, 5685698]
