[1755, 1240]
[sub-headline, [66.0, 215.0, 267.0, 36.0], 1H_lyAzfLO, 6471554]
[sub-headline, [66.0, 251.0, 267.0, 36.0], 1H_lyAzfLO, 6471554]
[headline, [430.0, 227.0, 492.0, 37.5], todS2tw4MS, 6471554]
[headline, [430.0, 264.5, 492.0, 37.5], todS2tw4MS, 6471554]
[paragraph, [805.0, 333.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 369.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 405.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 441.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 477.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 513.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 549.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 585.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 621.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 657.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 693.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 729.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 765.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 801.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 837.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 873.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 909.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 945.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 981.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 1017.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 1053.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 1089.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 1125.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [805.0, 1161.0, 372.0, 36.0], dD3rB6R8DG, 6471554]
[paragraph, [431.0, 336.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 372.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 408.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 444.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 480.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 516.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 552.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 588.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 624.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 660.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 696.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [431.0, 732.0, 356.0, 36.0], AnH8qDG5dI, 6471554]
[paragraph, [69.0, 678.0, 354.0, 36.0], shoonya_0sYJV9NJMFEKYW, 6471554]
