[1754, 1241]
[headline, [111.0, 86.0, 829.0, 37.5], ebPUbvoDDE, 6471471]
[headline, [111.0, 123.5, 829.0, 37.5], ebPUbvoDDE, 6471471]
[sub-headline, [411.0, 227.0, 483.0, 36.0], Tf8TKxEHJ_, 6471471]
[sidebar, [411.0, 296.0, 657.0, 36.0], j2DzqjulFE, 6471471]
[sidebar, [411.0, 332.0, 657.0, 36.0], j2DzqjulFE, 6471471]
[sidebar, [606.0, 429.0, 499.0, 36.0], 2xxB3ph69p, 6471471]
[contact-info, [612.0, 496.0, 474.0, 36.0], jd2M-8PZHB, 6471471]
[contact-info, [612.0, 532.0, 474.0, 36.0], jd2M-8PZHB, 6471471]
[contact-info, [612.0, 568.0, 474.0, 36.0], jd2M-8PZHB, 6471471]
[contact-info, [612.0, 604.0, 474.0, 36.0], jd2M-8PZHB, 6471471]
[contact-info, [612.0, 640.0, 474.0, 36.0], jd2M-8PZHB, 6471471]
[contact-info, [612.0, 676.0, 474.0, 36.0], jd2M-8PZHB, 6471471]
[contact-info, [116.0, 508.0, 394.0, 36.0], pQxJ43SyZe, 6471471]
[contact-info, [116.0, 544.0, 394.0, 36.0], pQxJ43SyZe, 6471471]
[contact-info, [116.0, 580.0, 394.0, 36.0], pQxJ43SyZe, 6471471]
[contact-info, [116.0, 616.0, 394.0, 36.0], pQxJ43SyZe, 6471471]
[contact-info, [116.0, 652.0, 394.0, 36.0], pQxJ43SyZe, 6471471]
[contact-info, [116.0, 688.0, 394.0, 36.0], pQxJ43SyZe, 6471471]
[contact-info, [910.0, 818.0, 300.0, 36.0], ENlb3R-2XA, 6471471]
[contact-info, [910.0, 854.0, 300.0, 36.0], ENlb3R-2XA, 6471471]
[contact-info, [910.0, 890.0, 300.0, 36.0], ENlb3R-2XA, 6471471]
[contact-info, [910.0, 926.0, 300.0, 36.0], ENlb3R-2XA, 6471471]
[contact-info, [910.0, 962.0, 300.0, 36.0], ENlb3R-2XA, 6471471]
[contact-info, [910.0, 998.0, 300.0, 36.0], ENlb3R-2XA, 6471471]
[contact-info, [910.0, 1034.0, 300.0, 36.0], ENlb3R-2XA, 6471471]
[contact-info, [279.0, 822.0, 343.0, 36.0], shoonya_4sXHZAMP4P678U, 6471471]
[contact-info, [279.0, 858.0, 343.0, 36.0], shoonya_4sXHZAMP4P678U, 6471471]
[contact-info, [279.0, 894.0, 343.0, 36.0], shoonya_4sXHZAMP4P678U, 6471471]
[contact-info, [279.0, 930.0, 343.0, 36.0], shoonya_4sXHZAMP4P678U, 6471471]
[contact-info, [279.0, 966.0, 343.0, 36.0], shoonya_4sXHZAMP4P678U, 6471471]
[contact-info, [279.0, 1002.0, 343.0, 36.0], shoonya_4sXHZAMP4P678U, 6471471]
[contact-info, [279.0, 1038.0, 343.0, 36.0], shoonya_4sXHZAMP4P678U, 6471471]
[folio, [120.0, 1173.0, 1013.0, 36.0], shoonya_3sW02N1IDFGWIU, 6471471]
[unordered-list, [691.0, 1321.0, 415.0, 36.0], jeHc9uF7JN, 6471471]
[unordered-list, [691.0, 1357.0, 415.0, 36.0], jeHc9uF7JN, 6471471]
[unordered-list, [691.0, 1393.0, 415.0, 36.0], jeHc9uF7JN, 6471471]
[unordered-list, [691.0, 1429.0, 415.0, 36.0], jeHc9uF7JN, 6471471]
[unordered-list, [691.0, 1465.0, 415.0, 36.0], jeHc9uF7JN, 6471471]
[unordered-list, [691.0, 1501.0, 415.0, 36.0], jeHc9uF7JN, 6471471]
[folio, [120.0, 1329.0, 560.0, 36.0], m19Ie6oRnW, 6471471]
[folio, [120.0, 1365.0, 560.0, 36.0], m19Ie6oRnW, 6471471]
[folio, [120.0, 1401.0, 560.0, 36.0], m19Ie6oRnW, 6471471]
[folio, [120.0, 1437.0, 560.0, 36.0], m19Ie6oRnW, 6471471]
[folio, [120.0, 1473.0, 560.0, 36.0], m19Ie6oRnW, 6471471]
[folio, [120.0, 1509.0, 560.0, 36.0], m19Ie6oRnW, 6471471]
[folio, [120.0, 1545.0, 560.0, 36.0], m19Ie6oRnW, 6471471]
[website-link, [521.0, 1681.0, 282.0, 18.0], ImetS_F9vU, 6471471]
