[1754, 1241]
[headline, [360.0, 75.0, 601.0, 37.5], CdLCYMJAG_, 5718033]
[headline, [360.0, 112.5, 601.0, 37.5], CdLCYMJAG_, 5718033]
[headline, [360.0, 150.0, 601.0, 37.5], CdLCYMJAG_, 5718033]
[headline, [360.0, 187.5, 601.0, 37.5], CdLCYMJAG_, 5718033]
[website-link, [768.0, 236.0, 254.0, 18.0], GnJA_taBWd, 5718033]
[folio, [398.0, 263.0, 522.0, 36.0], 6Q0FY38tZq, 5718033]
[paragraph, [185.0, 308.0, 946.0, 36.0], PDbEDAhnJt, 5718033]
[paragraph, [185.0, 344.0, 946.0, 36.0], PDbEDAhnJt, 5718033]
[paragraph, [101.0, 424.0, 1104.0, 36.0], shoonya_0s4ZX7C8GW91KL, 5718033]
[paragraph, [101.0, 460.0, 1104.0, 36.0], shoonya_0s4ZX7C8GW91KL, 5718033]
[paragraph, [101.0, 496.0, 1104.0, 36.0], shoonya_0s4ZX7C8GW91KL, 5718033]
[ordered-list, [106.0, 543.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 579.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 615.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 651.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 687.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 723.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 759.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 795.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 831.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 867.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 903.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 939.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 975.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1011.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1047.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1083.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1119.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1155.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1191.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1227.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1263.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1299.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1335.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1371.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1407.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1443.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1479.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1515.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1551.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1587.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[ordered-list, [106.0, 1623.0, 1099.0, 36.0], _QQvJ4kHLw, 5718033]
[sub-ordered-list, [137.0, 687.0, 1022.0, 36.0], -RBahN3iOc, 5718033]
[sub-ordered-list, [137.0, 723.0, 1022.0, 36.0], -RBahN3iOc, 5718033]
[sub-ordered-list, [137.0, 759.0, 1022.0, 36.0], -RBahN3iOc, 5718033]
[sub-ordered-list, [137.0, 795.0, 1022.0, 36.0], -RBahN3iOc, 5718033]
[sub-ordered-list, [137.0, 831.0, 1022.0, 36.0], -RBahN3iOc, 5718033]
[sub-ordered-list, [137.0, 867.0, 1022.0, 36.0], -RBahN3iOc, 5718033]
[sub-ordered-list, [128.0, 973.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
[sub-ordered-list, [128.0, 1009.0, 1067.0, 36.0], WHY26jVj7h, 5718033]
