[1468, 909]
[headline, [265.0, 69.0, 367.0, 25.5], Fooeyn0KNm, 5770466]
[headline, [265.0, 94.5, 367.0, 25.5], Fooeyn0KNm, 5770466]
[headline, [265.0, 120.0, 367.0, 25.5], Fooeyn0KNm, 5770466]
[author, [306.0, 169.0, 296.0, 18.0], Z8XX_rlPWN, 5770466]
[author, [306.0, 187.0, 296.0, 18.0], Z8XX_rlPWN, 5770466]
[author, [306.0, 205.0, 296.0, 18.0], Z8XX_rlPWN, 5770466]
[paragraph, [459.0, 251.0, 373.0, 18.0], qJ00uFrcl9, 5770466]
[paragraph, [459.0, 269.0, 373.0, 18.0], qJ00uFrcl9, 5770466]
[paragraph, [459.0, 287.0, 373.0, 18.0], qJ00uFrcl9, 5770466]
[paragraph, [74.0, 256.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 274.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 292.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 310.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 328.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 346.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 364.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 382.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 400.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 418.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 436.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 454.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 472.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 490.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [74.0, 508.0, 375.0, 18.0], eB9hGrHLiV, 5770466]
[paragraph, [463.0, 317.0, 372.0, 18.0], B9n3XoHPQE, 5770466]
[paragraph, [463.0, 335.0, 372.0, 18.0], B9n3XoHPQE, 5770466]
[paragraph, [463.0, 353.0, 372.0, 18.0], B9n3XoHPQE, 5770466]
[paragraph, [460.0, 375.0, 371.0, 18.0], NGEEsW_N3r, 5770466]
[paragraph, [460.0, 393.0, 371.0, 18.0], NGEEsW_N3r, 5770466]
[paragraph, [460.0, 411.0, 371.0, 18.0], NGEEsW_N3r, 5770466]
[paragraph, [455.0, 432.0, 379.0, 18.0], uuC4mslxWe, 5770466]
[paragraph, [455.0, 450.0, 379.0, 18.0], uuC4mslxWe, 5770466]
[paragraph, [455.0, 468.0, 379.0, 18.0], uuC4mslxWe, 5770466]
[paragraph, [455.0, 486.0, 379.0, 18.0], uuC4mslxWe, 5770466]
[paragraph, [455.0, 504.0, 379.0, 18.0], uuC4mslxWe, 5770466]
