[1320, 1176]
[folio, [924.0, 54.0, 164.0, 18.0], 3ImzVu3kuH, 5693809]
[folio, [924.0, 72.0, 164.0, 18.0], 3ImzVu3kuH, 5693809]
[folio, [924.0, 90.0, 164.0, 18.0], 3ImzVu3kuH, 5693809]
[folio, [924.0, 108.0, 164.0, 18.0], 3ImzVu3kuH, 5693809]
[folio, [924.0, 126.0, 164.0, 18.0], 3ImzVu3kuH, 5693809]
[folio, [924.0, 144.0, 164.0, 18.0], 3ImzVu3kuH, 5693809]
[section-title, [428.0, 192.0, 654.0, 30.0], 5waZLmA18N, 5693809]
[section-title, [428.0, 222.0, 654.0, 30.0], 5waZLmA18N, 5693809]
[section-title, [428.0, 252.0, 654.0, 30.0], 5waZLmA18N, 5693809]
[section-title, [428.0, 282.0, 654.0, 30.0], 5waZLmA18N, 5693809]
[section-title, [428.0, 312.0, 654.0, 30.0], 5waZLmA18N, 5693809]
[author, [695.0, 381.0, 102.0, 18.0], -K3vKVYtRN, 5693809]
[paragraph, [418.0, 422.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 440.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 458.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 476.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 494.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 512.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 530.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 548.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 566.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 584.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 602.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 620.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 638.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [418.0, 656.0, 333.0, 18.0], o8gqeH8ARj, 5693809]
[paragraph, [763.0, 424.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 442.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 460.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 478.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 496.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 514.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 532.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 550.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 568.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 586.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 604.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 622.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 640.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 658.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 676.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 694.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 712.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 730.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 748.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 766.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 784.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 802.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 820.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 838.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 856.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[paragraph, [763.0, 874.0, 317.0, 18.0], WAfjIdIAl8, 5693809]
[section-title, [425.0, 427.0, 317.0, 30.0], YWUcgqOJGj, 5693809]
[answer, [70.0, 468.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 486.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 504.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 522.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 540.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 558.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 576.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 594.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 612.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 630.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
[answer, [70.0, 648.0, 331.0, 18.0], VHjo9L0xfC, 5693809]
