[2200, 1700]
[paragraph, [264.0, 256.0, 1018.0, 36.0], shoonya_1sO9KF35Z20910, 5652822]
[paragraph, [264.0, 292.0, 1018.0, 36.0], shoonya_1sO9KF35Z20910, 5652822]
[paragraph, [264.0, 328.0, 1018.0, 36.0], shoonya_1sO9KF35Z20910, 5652822]
[paragraph, [264.0, 364.0, 1018.0, 36.0], shoonya_1sO9KF35Z20910, 5652822]
[paragraph, [264.0, 400.0, 1018.0, 36.0], shoonya_1sO9KF35Z20910, 5652822]
[paragraph, [259.0, 444.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 480.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 516.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 552.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 588.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 624.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 660.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 696.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 732.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 768.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 804.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 840.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 876.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 912.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 948.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 984.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [259.0, 1020.0, 1028.0, 36.0], shoonya_0s2I3TW2TO171U, 5652822]
[paragraph, [265.0, 1067.0, 1011.0, 36.0], NSXj2F_YK5, 5652822]
[paragraph, [265.0, 1103.0, 1011.0, 36.0], NSXj2F_YK5, 5652822]
[paragraph, [265.0, 1139.0, 1011.0, 36.0], NSXj2F_YK5, 5652822]
[paragraph, [263.0, 1189.0, 1014.0, 36.0], shoonya_3s1ELZ4BBOLY4J, 5652822]
[paragraph, [263.0, 1225.0, 1014.0, 36.0], shoonya_3s1ELZ4BBOLY4J, 5652822]
[paragraph, [263.0, 1261.0, 1014.0, 36.0], shoonya_3s1ELZ4BBOLY4J, 5652822]
[paragraph, [263.0, 1297.0, 1014.0, 36.0], shoonya_3s1ELZ4BBOLY4J, 5652822]
[paragraph, [263.0, 1333.0, 1014.0, 36.0], shoonya_3s1ELZ4BBOLY4J, 5652822]
[paragraph, [263.0, 1369.0, 1014.0, 36.0], shoonya_3s1ELZ4BBOLY4J, 5652822]
[paragraph, [263.0, 1405.0, 1014.0, 36.0], shoonya_3s1ELZ4BBOLY4J, 5652822]
[paragraph, [371.0, 1441.0, 571.0, 36.0], V5EGTBJkfS, 5652822]
[paragraph, [360.0, 1503.0, 643.0, 36.0], shoonya_5sE2M6QHKN9U0F, 5652822]
[paragraph, [273.0, 1559.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1595.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1631.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1667.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1703.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1739.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1775.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1811.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[paragraph, [273.0, 1847.0, 1019.0, 36.0], shoonya_2sLLHZRNMORVAI, 5652822]
[folio, [1092.0, 1910.0, 104.0, 36.0], q0ljCKnWAf, 5652822]
