[1754, 1241]
[ordered-list, [114.0, 94.0, 876.0, 36.0], RLuqaR56NK, 5708804]
[ordered-list, [114.0, 130.0, 876.0, 36.0], RLuqaR56NK, 5708804]
[ordered-list, [114.0, 166.0, 876.0, 36.0], RLuqaR56NK, 5708804]
[ordered-list, [85.0, 224.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 260.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 296.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 332.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 368.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 404.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 440.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 476.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 512.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 548.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 584.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 620.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 656.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 692.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 728.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 764.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 800.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 836.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 872.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 908.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 944.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 980.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1016.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1052.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1088.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1124.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1160.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1196.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1232.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1268.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1304.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1340.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1376.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1412.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1448.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1484.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1520.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[ordered-list, [85.0, 1556.0, 1121.0, 36.0], MJgsA5097U, 5708804]
[sub-ordered-list, [96.0, 245.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
[sub-ordered-list, [96.0, 281.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
[sub-ordered-list, [96.0, 317.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
[sub-ordered-list, [96.0, 353.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
[sub-ordered-list, [96.0, 389.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
[sub-ordered-list, [96.0, 425.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
[sub-ordered-list, [96.0, 461.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
[sub-ordered-list, [96.0, 497.0, 1084.0, 36.0], CPtX3YlXQH, 5708804]
