[5478, 3644]
[folio, [382.0, 450.0, 847.0, 52.5], 82gvv4IIH_, 5709619]
[folio, [382.0, 502.5, 847.0, 52.5], 82gvv4IIH_, 5709619]
[paragraph, [291.0, 651.0, 2646.0, 52.5], KnXZKmsqcN, 5709619]
[paragraph, [291.0, 703.5, 2646.0, 52.5], KnXZKmsqcN, 5709619]
[paragraph, [291.0, 756.0, 2646.0, 52.5], KnXZKmsqcN, 5709619]
[paragraph, [291.0, 808.5, 2646.0, 52.5], KnXZKmsqcN, 5709619]
[paragraph, [277.0, 897.0, 2655.0, 52.5], UAMuRPblqy, 5709619]
[paragraph, [277.0, 949.5, 2655.0, 52.5], UAMuRPblqy, 5709619]
[paragraph, [277.0, 1002.0, 2655.0, 52.5], UAMuRPblqy, 5709619]
[paragraph, [277.0, 1054.5, 2655.0, 52.5], UAMuRPblqy, 5709619]
[paragraph, [277.0, 1107.0, 2655.0, 52.5], UAMuRPblqy, 5709619]
[paragraph, [286.0, 1170.0, 2673.0, 52.5], DXzSgDgEyD, 5709619]
[paragraph, [286.0, 1222.5, 2673.0, 52.5], DXzSgDgEyD, 5709619]
[paragraph, [286.0, 1275.0, 2673.0, 52.5], DXzSgDgEyD, 5709619]
[paragraph, [286.0, 1327.5, 2673.0, 52.5], DXzSgDgEyD, 5709619]
[paragraph, [286.0, 1380.0, 2673.0, 52.5], DXzSgDgEyD, 5709619]
[paragraph, [286.0, 1432.5, 2673.0, 52.5], DXzSgDgEyD, 5709619]
[paragraph, [286.0, 1485.0, 2673.0, 52.5], DXzSgDgEyD, 5709619]
[paragraph, [314.0, 1580.0, 2623.0, 52.5], wIW-DPsp55, 5709619]
[paragraph, [314.0, 1632.5, 2623.0, 52.5], wIW-DPsp55, 5709619]
[paragraph, [314.0, 1685.0, 2623.0, 52.5], wIW-DPsp55, 5709619]
[paragraph, [314.0, 1737.5, 2623.0, 52.5], wIW-DPsp55, 5709619]
[paragraph, [314.0, 1790.0, 2623.0, 52.5], wIW-DPsp55, 5709619]
[paragraph, [314.0, 1842.5, 2623.0, 52.5], wIW-DPsp55, 5709619]
[paragraph, [314.0, 1895.0, 2623.0, 52.5], wIW-DPsp55, 5709619]
[paragraph, [335.0, 1962.0, 2633.0, 52.5], shoonya_0sDC5TJJ0QY1DE, 5709619]
[paragraph, [335.0, 2014.5, 2633.0, 52.5], shoonya_0sDC5TJJ0QY1DE, 5709619]
[paragraph, [335.0, 2067.0, 2633.0, 52.5], shoonya_0sDC5TJJ0QY1DE, 5709619]
[paragraph, [335.0, 2119.5, 2633.0, 52.5], shoonya_0sDC5TJJ0QY1DE, 5709619]
[paragraph, [335.0, 2172.0, 2633.0, 52.5], shoonya_0sDC5TJJ0QY1DE, 5709619]
[paragraph, [335.0, 2224.5, 2633.0, 52.5], shoonya_0sDC5TJJ0QY1DE, 5709619]
[paragraph, [335.0, 2277.0, 2633.0, 52.5], shoonya_0sDC5TJJ0QY1DE, 5709619]
[paragraph, [296.0, 2340.0, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2392.5, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2445.0, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2497.5, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2550.0, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2602.5, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2655.0, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2707.5, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2760.0, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [296.0, 2812.5, 2687.0, 52.5], A3Ot7p06Zq, 5709619]
[paragraph, [341.0, 2891.0, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 2943.5, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 2996.0, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3048.5, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3101.0, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3153.5, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3206.0, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3258.5, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3311.0, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3363.5, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3416.0, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3468.5, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3521.0, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [341.0, 3573.5, 2673.0, 52.5], OHbYy9mH7g, 5709619]
[paragraph, [332.0, 3629.0, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 3681.5, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 3734.0, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 3786.5, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 3839.0, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 3891.5, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 3944.0, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 3996.5, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 4049.0, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [332.0, 4101.5, 2687.0, 52.5], Tfr05bH7Gx, 5709619]
[paragraph, [383.0, 4172.0, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4224.5, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4277.0, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4329.5, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4382.0, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4434.5, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4487.0, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4539.5, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [383.0, 4592.0, 2540.0, 52.5], shoonya_2sYJ9N6ZK42VIT, 5709619]
[paragraph, [510.0, 4676.0, 2427.0, 52.5], KL6cvUCE59, 5709619]
[paragraph, [510.0, 4728.5, 2427.0, 52.5], KL6cvUCE59, 5709619]
[paragraph, [510.0, 4781.0, 2427.0, 52.5], KL6cvUCE59, 5709619]
