[2339, 1656]
[paragraph, [129.0, 83.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 119.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 155.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 191.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 227.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 263.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 299.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 335.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 371.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 407.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 443.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 479.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 515.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 551.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 587.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 623.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 659.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 695.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 731.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 767.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 803.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 839.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 875.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 911.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 947.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 983.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1019.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1055.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1091.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1127.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1163.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1199.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1235.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1271.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1307.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1343.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1379.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [129.0, 1415.0, 704.0, 36.0], shoonya_2sTVKR3AE7NEEO, 5749558]
[paragraph, [859.0, 92.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 128.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 164.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 200.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 236.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 272.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 308.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 344.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 380.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 416.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 452.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 488.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 524.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 560.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 596.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 632.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 668.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 704.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 740.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 776.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 812.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 848.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 884.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 920.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 956.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 992.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 1028.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 1064.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 1100.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [859.0, 1136.0, 708.0, 36.0], shoonya_1sQ0KS00P1I9R3, 5749558]
[paragraph, [862.0, 1219.0, 700.0, 36.0], shoonya_3s60JKTG5GIS8N, 5749558]
[paragraph, [862.0, 1255.0, 700.0, 36.0], shoonya_3s60JKTG5GIS8N, 5749558]
[paragraph, [862.0, 1291.0, 700.0, 36.0], shoonya_3s60JKTG5GIS8N, 5749558]
[paragraph, [862.0, 1327.0, 700.0, 36.0], shoonya_3s60JKTG5GIS8N, 5749558]
[paragraph, [862.0, 1363.0, 700.0, 36.0], shoonya_3s60JKTG5GIS8N, 5749558]
[paragraph, [862.0, 1399.0, 700.0, 36.0], shoonya_3s60JKTG5GIS8N, 5749558]
[paragraph, [862.0, 1435.0, 700.0, 36.0], shoonya_3s60JKTG5GIS8N, 5749558]
[paragraph, [134.0, 1487.0, 696.0, 36.0], shoonya_4s7JSBBNX6QOWM, 5749558]
[paragraph, [134.0, 1523.0, 696.0, 36.0], shoonya_4s7JSBBNX6QOWM, 5749558]
[paragraph, [134.0, 1559.0, 696.0, 36.0], shoonya_4s7JSBBNX6QOWM, 5749558]
[paragraph, [134.0, 1595.0, 696.0, 36.0], shoonya_4s7JSBBNX6QOWM, 5749558]
[paragraph, [134.0, 1631.0, 696.0, 36.0], shoonya_4s7JSBBNX6QOWM, 5749558]
[paragraph, [865.0, 1495.0, 697.0, 36.0], shoonya_7sZP7KP0Z614CL, 5749558]
[paragraph, [865.0, 1531.0, 697.0, 36.0], shoonya_7sZP7KP0Z614CL, 5749558]
[paragraph, [865.0, 1567.0, 697.0, 36.0], shoonya_7sZP7KP0Z614CL, 5749558]
[paragraph, [865.0, 1603.0, 697.0, 36.0], shoonya_7sZP7KP0Z614CL, 5749558]
[paragraph, [865.0, 1639.0, 697.0, 36.0], shoonya_7sZP7KP0Z614CL, 5749558]
[paragraph, [865.0, 1675.0, 697.0, 36.0], shoonya_7sZP7KP0Z614CL, 5749558]
[paragraph, [865.0, 1711.0, 697.0, 36.0], shoonya_7sZP7KP0Z614CL, 5749558]
[paragraph, [130.0, 1699.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1735.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1771.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1807.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1843.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1879.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1915.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1951.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 1987.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
[paragraph, [130.0, 2023.0, 710.0, 36.0], shoonya_0sCA9ZABMN7UKI, 5749558]
