[1309, 917]
[chapter-title, [348.0, 84.0, 321.0, 30.0], shoonya_6s2XXHJ25JYJZ7, 5776739]
[paragraph, [191.0, 116.0, 639.0, 18.0], shoonya_7s8Y0M6KUZ1BVX, 5776739]
[paragraph, [191.0, 134.0, 639.0, 18.0], shoonya_7s8Y0M6KUZ1BVX, 5776739]
[paragraph, [191.0, 152.0, 639.0, 18.0], shoonya_7s8Y0M6KUZ1BVX, 5776739]
[paragraph, [196.0, 170.0, 632.0, 18.0], shoonya_5s1UKUWZR35CM5, 5776739]
[paragraph, [188.0, 197.0, 653.0, 18.0], x3ZItfQF3M, 5776739]
[paragraph, [188.0, 215.0, 653.0, 18.0], x3ZItfQF3M, 5776739]
[paragraph, [188.0, 233.0, 653.0, 18.0], x3ZItfQF3M, 5776739]
[paragraph, [190.0, 244.0, 641.0, 18.0], ZWUcHVH5tK, 5776739]
[paragraph, [190.0, 262.0, 641.0, 18.0], ZWUcHVH5tK, 5776739]
[paragraph, [190.0, 280.0, 641.0, 18.0], ZWUcHVH5tK, 5776739]
[paragraph, [187.0, 295.0, 642.0, 18.0], gsaMPV9X2O, 5776739]
[paragraph, [187.0, 313.0, 642.0, 18.0], gsaMPV9X2O, 5776739]
[paragraph, [187.0, 331.0, 642.0, 18.0], gsaMPV9X2O, 5776739]
[paragraph, [198.0, 351.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 369.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 387.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 405.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 423.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 441.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 459.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 477.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 495.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 513.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [198.0, 531.0, 628.0, 18.0], shoonya_0sDM05WHYKXOSD, 5776739]
[paragraph, [201.0, 551.0, 622.0, 18.0], shoonya_2sVCWDTONJ4HHS, 5776739]
[paragraph, [201.0, 569.0, 622.0, 18.0], shoonya_2sVCWDTONJ4HHS, 5776739]
[paragraph, [201.0, 587.0, 622.0, 18.0], shoonya_2sVCWDTONJ4HHS, 5776739]
[paragraph, [201.0, 605.0, 622.0, 18.0], shoonya_2sVCWDTONJ4HHS, 5776739]
[paragraph, [201.0, 625.0, 625.0, 18.0], shoonya_4s9FTTFQK9DB1H, 5776739]
[paragraph, [201.0, 643.0, 625.0, 18.0], shoonya_4s9FTTFQK9DB1H, 5776739]
[paragraph, [201.0, 661.0, 625.0, 18.0], shoonya_4s9FTTFQK9DB1H, 5776739]
[paragraph, [201.0, 679.0, 625.0, 18.0], shoonya_4s9FTTFQK9DB1H, 5776739]
[paragraph, [201.0, 697.0, 625.0, 18.0], shoonya_4s9FTTFQK9DB1H, 5776739]
[paragraph, [202.0, 726.0, 625.0, 18.0], shoonya_3sTHL6ZX18EY3P, 5776739]
[paragraph, [202.0, 744.0, 625.0, 18.0], shoonya_3sTHL6ZX18EY3P, 5776739]
[paragraph, [202.0, 762.0, 625.0, 18.0], shoonya_3sTHL6ZX18EY3P, 5776739]
[paragraph, [202.0, 780.0, 625.0, 18.0], shoonya_3sTHL6ZX18EY3P, 5776739]
[paragraph, [202.0, 798.0, 625.0, 18.0], shoonya_3sTHL6ZX18EY3P, 5776739]
[paragraph, [202.0, 816.0, 625.0, 18.0], shoonya_3sTHL6ZX18EY3P, 5776739]
[paragraph, [202.0, 834.0, 625.0, 18.0], shoonya_3sTHL6ZX18EY3P, 5776739]
[paragraph, [201.0, 851.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 869.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 887.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 905.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 923.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 941.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 959.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 977.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 995.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 1013.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 1031.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 1049.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 1067.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 1085.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
[paragraph, [201.0, 1103.0, 627.0, 18.0], shoonya_1s2QQ0FM8BX3GE, 5776739]
