[1200, 825]
[paragraph, [131.0, 107.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [131.0, 125.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [131.0, 143.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [131.0, 161.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [131.0, 179.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [131.0, 197.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [131.0, 215.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [131.0, 233.0, 568.0, 18.0], shoonya_2sVJO3TJWY9JE4, 5691382]
[paragraph, [128.0, 261.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 279.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 297.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 315.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 333.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 351.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 369.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 387.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 405.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 423.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 441.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 459.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 477.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 495.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 513.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [128.0, 531.0, 576.0, 18.0], shoonya_1sS8QXUO6Y9VIL, 5691382]
[paragraph, [131.0, 560.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 578.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 596.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 614.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 632.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 650.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 668.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 686.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 704.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 722.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 740.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 758.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 776.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 794.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 812.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 830.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 848.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 866.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 884.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 902.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [131.0, 920.0, 569.0, 18.0], shoonya_0s3LEL6S2R3OMS, 5691382]
[paragraph, [124.0, 949.0, 581.0, 18.0], JmKentl_3P, 5691382]
[paragraph, [124.0, 967.0, 581.0, 18.0], JmKentl_3P, 5691382]
[paragraph, [124.0, 985.0, 581.0, 18.0], JmKentl_3P, 5691382]
[paragraph, [124.0, 1003.0, 581.0, 18.0], JmKentl_3P, 5691382]
[paragraph, [124.0, 1021.0, 581.0, 18.0], JmKentl_3P, 5691382]
[paragraph, [124.0, 1039.0, 581.0, 18.0], JmKentl_3P, 5691382]
