[872, 605]
[folio, [484.0, 33.0, 68.0, 18.0], jddmXHknny, 6457559]
[paragraph, [304.0, 74.0, 243.0, 18.0], fMjKI2a-t1, 6457559]
[paragraph, [53.0, 78.0, 247.0, 18.0], PqPFyeq8xX, 6457559]
[paragraph, [53.0, 96.0, 247.0, 18.0], PqPFyeq8xX, 6457559]
[paragraph, [53.0, 114.0, 247.0, 18.0], PqPFyeq8xX, 6457559]
[paragraph, [53.0, 132.0, 247.0, 18.0], PqPFyeq8xX, 6457559]
[paragraph, [304.0, 124.0, 254.0, 18.0], JzjH_50sWJ, 6457559]
[paragraph, [304.0, 142.0, 254.0, 18.0], JzjH_50sWJ, 6457559]
[paragraph, [51.0, 158.0, 247.0, 18.0], zYF0Z-ABVq, 6457559]
[paragraph, [51.0, 176.0, 247.0, 18.0], zYF0Z-ABVq, 6457559]
[paragraph, [305.0, 163.0, 249.0, 18.0], RwqR7LLb8Z, 6457559]
[paragraph, [305.0, 181.0, 249.0, 18.0], RwqR7LLb8Z, 6457559]
[paragraph, [305.0, 199.0, 249.0, 18.0], RwqR7LLb8Z, 6457559]
[paragraph, [305.0, 217.0, 249.0, 18.0], RwqR7LLb8Z, 6457559]
[paragraph, [305.0, 235.0, 249.0, 18.0], RwqR7LLb8Z, 6457559]
[paragraph, [305.0, 253.0, 249.0, 18.0], RwqR7LLb8Z, 6457559]
[paragraph, [53.0, 209.0, 167.0, 18.0], kwrcDXsO_m, 6457559]
[paragraph, [52.0, 231.0, 246.0, 18.0], I4pipb92aw, 6457559]
[paragraph, [52.0, 249.0, 246.0, 18.0], I4pipb92aw, 6457559]
[paragraph, [52.0, 267.0, 246.0, 18.0], I4pipb92aw, 6457559]
[paragraph, [52.0, 285.0, 246.0, 18.0], I4pipb92aw, 6457559]
[paragraph, [52.0, 303.0, 246.0, 18.0], I4pipb92aw, 6457559]
[paragraph, [303.0, 286.0, 244.0, 18.0], aTX_dkEajZ, 6457559]
[paragraph, [304.0, 318.0, 244.0, 18.0], qKw3N-u88d, 6457559]
[paragraph, [52.0, 334.0, 249.0, 18.0], lc91nb_4I_, 6457559]
[paragraph, [52.0, 352.0, 249.0, 18.0], lc91nb_4I_, 6457559]
[paragraph, [52.0, 370.0, 249.0, 18.0], lc91nb_4I_, 6457559]
[paragraph, [304.0, 354.0, 247.0, 18.0], IndWp3-goQ, 6457559]
[paragraph, [304.0, 372.0, 247.0, 18.0], IndWp3-goQ, 6457559]
[paragraph, [302.0, 391.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 409.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 427.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 445.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 463.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 481.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 499.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 517.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 535.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 553.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 571.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 589.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 607.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [302.0, 625.0, 249.0, 18.0], sfs6iHK30H, 6457559]
[paragraph, [194.0, 400.0, 83.0, 18.0], CywExhQc6n, 6457559]
[paragraph, [51.0, 437.0, 245.0, 18.0], WuuHGeqQap, 6457559]
[paragraph, [53.0, 473.0, 244.0, 18.0], Yt5LCyg5Q5, 6457559]
[paragraph, [53.0, 491.0, 244.0, 18.0], Yt5LCyg5Q5, 6457559]
[paragraph, [53.0, 509.0, 244.0, 18.0], Yt5LCyg5Q5, 6457559]
[paragraph, [66.0, 542.0, 233.0, 18.0], tIT9ltSfoH, 6457559]
[reference, [50.0, 570.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 588.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 606.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
[reference, [50.0, 624.0, 248.0, 18.0], ULGMqJdG4W, 6457559]
