[1684, 1191]
[folio, [371.0, 83.0, 412.0, 36.0], B0--MiKjuQ, 6464691]
[paragraph, [71.0, 169.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 205.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 241.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 277.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 313.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 349.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 385.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 421.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 457.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 493.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 529.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 565.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 601.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 637.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 673.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 709.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 745.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 781.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 817.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 853.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 889.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 925.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 961.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 997.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1033.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1069.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1105.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1141.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1177.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1213.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1249.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1285.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1321.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1357.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[paragraph, [71.0, 1393.0, 1049.0, 36.0], shoonya_0sELYVMF3M40JT, 6464691]
[jumpline, [164.0, 1434.0, 108.0, 36.0], shoonya_1sLBNYSQVQUKLX, 6464691]
