[1372, 849]
[section-title, [356.0, 69.0, 142.0, 30.0], shoonya_1sRORY9E3UNYUE, 5710439]
[paragraph, [58.0, 132.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 150.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 168.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 186.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 204.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 222.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 240.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 258.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 276.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 294.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 312.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 330.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 348.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 366.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 384.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 402.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 420.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 438.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 456.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 474.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 492.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 510.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 528.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 546.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 564.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 582.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 600.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 618.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 636.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 654.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 672.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 690.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 708.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 726.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 744.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 762.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 780.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 798.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 816.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 834.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 852.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 870.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 888.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [58.0, 906.0, 730.0, 18.0], shoonya_0sMQG04MLJ9AGV, 5710439]
[paragraph, [56.0, 926.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 944.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 962.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 980.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 998.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1016.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1034.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1052.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1070.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1088.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1106.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1124.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1142.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1160.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1178.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1196.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1214.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1232.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1250.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1268.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
[paragraph, [56.0, 1286.0, 732.0, 18.0], CRMpG4G6ck, 5710439]
