[1200, 825]
[paragraph, [143.0, 108.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 126.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 144.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 162.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 180.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 198.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 216.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 234.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 252.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 270.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 288.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 306.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 324.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 342.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 360.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 378.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 396.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 414.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 432.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[paragraph, [143.0, 450.0, 540.0, 18.0], shoonya_0sYG2VQLEM7TWO, 5690867]
[section-title, [145.0, 514.0, 163.0, 30.0], shoonya_4sO3MN5HGMJ7GA, 5690867]
[paragraph, [144.0, 559.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 577.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 595.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 613.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 631.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 649.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 667.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 685.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 703.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 721.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 739.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 757.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 775.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 793.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 811.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 829.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 847.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 865.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 883.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 901.0, 537.0, 18.0], shoonya_1s4461TCHM7YYX, 5690867]
[paragraph, [144.0, 928.0, 537.0, 18.0], shoonya_2sE0KID5IMB65Q, 5690867]
[paragraph, [144.0, 946.0, 537.0, 18.0], shoonya_2sE0KID5IMB65Q, 5690867]
[paragraph, [144.0, 964.0, 537.0, 18.0], shoonya_2sE0KID5IMB65Q, 5690867]
[paragraph, [144.0, 982.0, 537.0, 18.0], shoonya_2sE0KID5IMB65Q, 5690867]
[paragraph, [144.0, 1000.0, 537.0, 18.0], shoonya_2sE0KID5IMB65Q, 5690867]
[paragraph, [144.0, 1018.0, 537.0, 18.0], shoonya_2sE0KID5IMB65Q, 5690867]
