[1468, 909]
[headline, [320.0, 83.0, 298.0, 25.5], shoonya_0s744ATJJ3OCDJ, 5770538]
[paragraph, [455.0, 142.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 160.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 178.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 196.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 214.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 232.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 250.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 268.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 286.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 304.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 322.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 340.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 358.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 376.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 394.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 412.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 430.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 448.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 466.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 484.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 502.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 520.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 538.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 556.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 574.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 592.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 610.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 628.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 646.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 664.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 682.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 700.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 718.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 736.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 754.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 772.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 790.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 808.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 826.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 844.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 862.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 880.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 898.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 916.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 934.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 952.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 970.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 988.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1006.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1024.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1042.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1060.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1078.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1096.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1114.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1132.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1150.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1168.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1186.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1204.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1222.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1240.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1258.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1276.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1294.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1312.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1330.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1348.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [455.0, 1366.0, 375.0, 18.0], yHfjpKrj8V, 5770538]
[paragraph, [66.0, 145.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 163.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 181.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 199.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 217.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 235.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 253.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 271.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 289.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 307.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[paragraph, [66.0, 325.0, 283.0, 18.0], EG9NuLvOcW, 5770538]
[reference, [256.0, 345.0, 183.0, 18.0], VHKPUtgp5T, 5770538]
[reference, [256.0, 363.0, 183.0, 18.0], VHKPUtgp5T, 5770538]
[paragraph, [67.0, 381.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 399.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 417.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 435.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 453.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 471.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 489.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 507.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[paragraph, [67.0, 525.0, 377.0, 18.0], UgIWlu-oeY, 5770538]
[reference, [281.0, 521.0, 168.0, 18.0], pjL_JkrHcv, 5770538]
[reference, [281.0, 539.0, 168.0, 18.0], pjL_JkrHcv, 5770538]
[paragraph, [63.0, 554.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[paragraph, [63.0, 572.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[paragraph, [63.0, 590.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[paragraph, [63.0, 608.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[paragraph, [63.0, 626.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[paragraph, [63.0, 644.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[paragraph, [63.0, 662.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[paragraph, [63.0, 680.0, 234.0, 18.0], qwb2tSfqKI, 5770538]
[reference, [162.0, 658.0, 119.0, 18.0], ktp36HAiBG, 5770538]
[reference, [162.0, 676.0, 119.0, 18.0], ktp36HAiBG, 5770538]
[paragraph, [83.0, 700.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 718.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 736.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 754.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 772.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 790.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 808.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 826.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 844.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 862.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 880.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 898.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 916.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 934.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 952.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 970.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 988.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1006.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1024.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1042.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1060.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1078.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1096.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1114.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1132.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1150.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1168.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1186.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1204.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1222.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1240.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1258.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1276.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1294.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1312.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1330.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1348.0, 372.0, 18.0], yjfc7r82K_, 5770538]
[paragraph, [83.0, 1366.0, 372.0, 18.0], yjfc7r82K_, 5770538]
