[1240, 875]
[paragraph, [52.0, 41.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 59.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 77.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 95.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 113.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 131.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 149.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 167.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 185.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 203.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 221.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 239.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 257.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 275.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 293.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 311.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 329.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 347.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 365.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 383.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 401.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 419.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 437.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 455.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 473.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 491.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 509.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 527.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 545.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 563.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 581.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 599.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 617.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 635.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 653.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 671.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 689.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 707.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 725.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 743.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 761.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 779.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 797.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 815.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 833.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 851.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 869.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 887.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 905.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 923.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 941.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 959.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 977.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 995.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1013.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1031.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1049.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1067.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1085.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1103.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1121.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
[paragraph, [52.0, 1139.0, 762.0, 18.0], shoonya_0sW0LUWJ3IKAAK, 5774408]
