[2084, 1289]
[paragraph, [125.0, 264.0, 1037.0, 36.0], shoonya_2s63083ZDTMQL7, 5660155]
[paragraph, [125.0, 300.0, 1037.0, 36.0], shoonya_2s63083ZDTMQL7, 5660155]
[paragraph, [125.0, 336.0, 1037.0, 36.0], shoonya_2s63083ZDTMQL7, 5660155]
[paragraph, [125.0, 372.0, 1037.0, 36.0], shoonya_2s63083ZDTMQL7, 5660155]
[paragraph, [125.0, 408.0, 1037.0, 36.0], shoonya_2s63083ZDTMQL7, 5660155]
[paragraph, [128.0, 462.0, 1035.0, 36.0], shoonya_1sS5YBFTTB6HED, 5660155]
[paragraph, [128.0, 498.0, 1035.0, 36.0], shoonya_1sS5YBFTTB6HED, 5660155]
[paragraph, [128.0, 534.0, 1035.0, 36.0], shoonya_1sS5YBFTTB6HED, 5660155]
[paragraph, [128.0, 570.0, 1035.0, 36.0], shoonya_1sS5YBFTTB6HED, 5660155]
[paragraph, [128.0, 702.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 738.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 774.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 810.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 846.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 882.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 918.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 954.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 990.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1026.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1062.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1098.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1134.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1170.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1206.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1242.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1278.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1314.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1350.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1386.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1422.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1458.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1494.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1530.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1566.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1602.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1638.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1674.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1710.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1746.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1782.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1818.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[paragraph, [128.0, 1854.0, 1057.0, 36.0], shoonya_0sB1K22I3ANHV8, 5660155]
[folio, [632.0, 1937.0, 655.0, 36.0], shoonya_5s9SHNA9UF5M6H, 5660155]
[folio, [632.0, 1973.0, 655.0, 36.0], shoonya_5s9SHNA9UF5M6H, 5660155]
