[2037, 1444]
[paragraph, [93.0, 65.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 101.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 137.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 173.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 209.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 245.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 281.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 317.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 353.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 389.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [93.0, 425.0, 638.0, 36.0], shoonya_0sV0C9WZRRGJ1K, 5653701]
[paragraph, [753.0, 68.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 104.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 140.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 176.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 212.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 248.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 284.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 320.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 356.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 392.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [753.0, 428.0, 638.0, 36.0], shoonya_4s2VKRBWNFDAR9, 5653701]
[paragraph, [93.0, 484.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 520.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 556.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 592.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 628.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 664.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 700.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 736.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 772.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 808.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 844.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [93.0, 880.0, 473.0, 36.0], shoonya_2s1Y7GXOQ4H4XW, 5653701]
[paragraph, [920.0, 489.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 525.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 561.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 597.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 633.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 669.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 705.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 741.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 777.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 813.0, 470.0, 36.0], shoonya_9sO5IKFPXCQC6G, 5653701]
[paragraph, [920.0, 860.0, 466.0, 36.0], shoonya_7sPMUW1EI5ECIU, 5653701]
[paragraph, [920.0, 896.0, 466.0, 36.0], shoonya_7sPMUW1EI5ECIU, 5653701]
[paragraph, [920.0, 932.0, 466.0, 36.0], shoonya_7sPMUW1EI5ECIU, 5653701]
[paragraph, [101.0, 932.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 968.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 1004.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 1040.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 1076.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 1112.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 1148.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 1184.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [101.0, 1220.0, 624.0, 36.0], shoonya_1sQAJVX709S0L6, 5653701]
[paragraph, [756.0, 983.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1019.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1055.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1091.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1127.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1163.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1199.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1235.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [756.0, 1271.0, 630.0, 36.0], shoonya_8sZO9UA20SZDF8, 5653701]
[paragraph, [101.0, 1260.0, 638.0, 36.0], shoonya_6sDXZRKY390MWW, 5653701]
[paragraph, [101.0, 1296.0, 638.0, 36.0], shoonya_6sDXZRKY390MWW, 5653701]
[paragraph, [101.0, 1332.0, 638.0, 36.0], shoonya_6sDXZRKY390MWW, 5653701]
[paragraph, [101.0, 1368.0, 638.0, 36.0], shoonya_6sDXZRKY390MWW, 5653701]
[paragraph, [756.0, 1427.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1463.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1499.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1535.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1571.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1607.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1643.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1679.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1715.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1751.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1787.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[paragraph, [756.0, 1823.0, 638.0, 36.0], s7HoWISP1F, 5653701]
[contact-info, [839.0, 1867.0, 542.0, 36.0], zpoDFIKvVM, 5653701]
[contact-info, [839.0, 1903.0, 542.0, 36.0], zpoDFIKvVM, 5653701]
[contact-info, [160.0, 1880.0, 519.0, 36.0], _Va2S6yWIV, 5653701]
[footnote, [564.0, 1950.0, 364.0, 36.0], ydIsyXLpwR, 5653701]
[folio, [176.0, 1955.0, 86.0, 36.0], QXNULjJLnC, 5653701]
