[1447, 1063]
[folio, [433.0, 53.0, 217.0, 18.0], jYScgDi7am, 5763108]
[paragraph, [91.0, 94.0, 429.0, 18.0], ocpgh5XJUh, 5763108]
[paragraph, [91.0, 112.0, 429.0, 18.0], ocpgh5XJUh, 5763108]
[paragraph, [91.0, 130.0, 429.0, 18.0], ocpgh5XJUh, 5763108]
[paragraph, [531.0, 97.0, 435.0, 18.0], wJgDE1Rx8L, 5763108]
[paragraph, [531.0, 115.0, 435.0, 18.0], wJgDE1Rx8L, 5763108]
[paragraph, [531.0, 133.0, 435.0, 18.0], wJgDE1Rx8L, 5763108]
[paragraph, [531.0, 151.0, 435.0, 18.0], wJgDE1Rx8L, 5763108]
[paragraph, [531.0, 169.0, 435.0, 18.0], wJgDE1Rx8L, 5763108]
[unordered-list, [90.0, 163.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 181.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 199.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 217.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 235.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 253.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 271.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 289.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 307.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 325.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 343.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [90.0, 361.0, 437.0, 18.0], XNV8P1fPqe, 5763108]
[unordered-list, [530.0, 196.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 214.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 232.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 250.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 268.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 286.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 304.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 322.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 340.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 358.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 376.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 394.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 412.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 430.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 448.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 466.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 484.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 502.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 520.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 538.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 556.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 574.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 592.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[unordered-list, [530.0, 610.0, 435.0, 18.0], Eoqux-7Cyz, 5763108]
[section-title, [81.0, 393.0, 445.0, 30.0], vEQsp-tAa2, 5763108]
[section-title, [81.0, 423.0, 445.0, 30.0], vEQsp-tAa2, 5763108]
[unordered-list, [85.0, 470.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 488.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 506.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 524.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 542.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 560.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 578.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 596.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [85.0, 614.0, 434.0, 18.0], nYfCnJQAPb, 5763108]
[unordered-list, [83.0, 643.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[unordered-list, [83.0, 661.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[unordered-list, [83.0, 679.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
[unordered-list, [83.0, 697.0, 294.0, 18.0], 2_jeqzhcAk, 5763108]
