[2200, 1700]
[paragraph, [279.0, 220.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 256.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 292.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 328.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 364.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 400.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 436.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 472.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 508.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 544.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 580.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 616.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 652.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 688.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 724.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 760.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 796.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 832.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 868.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 904.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[paragraph, [279.0, 940.0, 1143.0, 36.0], shoonya_1sYA24F0NNR2F7, 5685741]
[section-title, [287.0, 1051.0, 401.0, 52.5], shoonya_5sBRBNI3DYG7R4, 5685741]
[paragraph, [282.0, 1151.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1187.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1223.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1259.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1295.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1331.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1367.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1403.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1439.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1475.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1511.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1547.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1583.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1619.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1655.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1691.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1727.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1763.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1799.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1835.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
[paragraph, [282.0, 1871.0, 1141.0, 36.0], shoonya_0s71ZZG25QFOBG, 5685741]
