[1372, 849]
[section-title, [283.0, 67.0, 276.0, 30.0], shoonya_1sDW1II6FDM708, 5709670]
[paragraph, [50.0, 129.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 147.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 165.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 183.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 201.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 219.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 237.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 255.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 273.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 291.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 309.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 327.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 345.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 363.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 381.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 399.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 417.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
[paragraph, [50.0, 435.0, 762.0, 18.0], shoonya_3sYCOG8EW9U44S, 5709670]
