[1755, 1240]
[headline, [345.0, 238.0, 553.0, 37.5], shoonya_9sPRTTDIOS4QRK, 6472507]
[headline, [345.0, 275.5, 553.0, 37.5], shoonya_9sPRTTDIOS4QRK, 6472507]
[paragraph, [440.0, 339.0, 361.0, 36.0], rKfYMLuE4W, 6472507]
[paragraph, [440.0, 375.0, 361.0, 36.0], rKfYMLuE4W, 6472507]
[paragraph, [440.0, 411.0, 361.0, 36.0], rKfYMLuE4W, 6472507]
[paragraph, [65.0, 340.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 376.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 412.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 448.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 484.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 520.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 556.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 592.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [65.0, 628.0, 363.0, 36.0], shoonya_1sG6W5AB2DE05Y, 6472507]
[paragraph, [439.0, 464.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 500.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 536.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 572.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 608.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 644.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 680.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 716.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[paragraph, [439.0, 752.0, 360.0, 36.0], shoonya_4sEDMNRZ81STLB, 6472507]
[figure-caption, [1011.0, 594.0, 168.0, 36.0], shoonya_11sDRLC5R1VC5P, 6472507]
[sidebar, [818.0, 680.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 716.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 752.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 788.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 824.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 860.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 896.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 932.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 968.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1004.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1040.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1076.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1112.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1148.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1184.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1220.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1256.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1292.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1328.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1364.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1400.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1436.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1472.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[sidebar, [818.0, 1508.0, 354.0, 36.0], shoonya_2sFHAJWH2V7VD8, 6472507]
[paragraph, [66.0, 685.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 721.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 757.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 793.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 829.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 865.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 901.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 937.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 973.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1009.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1045.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1081.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1117.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1153.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1189.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1225.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1261.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1297.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1333.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1369.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1405.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1441.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [66.0, 1477.0, 362.0, 36.0], shoonya_0s40LBYPLPIDB4, 6472507]
[paragraph, [441.0, 1086.0, 367.0, 36.0], shoonya_10sNQN028F1R1D, 6472507]
[paragraph, [439.0, 1151.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1187.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1223.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1259.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1295.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1331.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1367.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1403.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1439.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1475.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1511.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [439.0, 1547.0, 360.0, 36.0], shoonya_3sKRM0328EEL5Z, 6472507]
[paragraph, [69.0, 1528.0, 356.0, 36.0], MAO_u_aK_o, 6472507]
[folio, [68.0, 1606.0, 262.0, 36.0], eXG_ym6qcH, 6472507]
