[2339, 1653]
[folio, [1153.0, 167.0, 194.0, 36.0], 4ZymtF-PMF, 5685610]
[paragraph, [321.0, 246.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 282.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 318.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 354.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 390.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 426.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 462.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 498.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[paragraph, [321.0, 534.0, 1171.0, 36.0], shoonya_1s8KXR4ZARF5X7, 5685610]
[section-title, [168.0, 621.0, 379.0, 52.5], shoonya_5sHGTX5EX8MU4S, 5685610]
[paragraph, [242.0, 704.0, 1248.0, 36.0], shoonya_4s3Q2AAM0EBDEK, 5685610]
[paragraph, [242.0, 740.0, 1248.0, 36.0], shoonya_4s3Q2AAM0EBDEK, 5685610]
[paragraph, [242.0, 776.0, 1248.0, 36.0], shoonya_4s3Q2AAM0EBDEK, 5685610]
[paragraph, [242.0, 812.0, 1248.0, 36.0], shoonya_4s3Q2AAM0EBDEK, 5685610]
[paragraph, [242.0, 848.0, 1248.0, 36.0], shoonya_4s3Q2AAM0EBDEK, 5685610]
[paragraph, [242.0, 884.0, 1248.0, 36.0], shoonya_4s3Q2AAM0EBDEK, 5685610]
[paragraph, [242.0, 920.0, 1248.0, 36.0], shoonya_4s3Q2AAM0EBDEK, 5685610]
[paragraph, [321.0, 971.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1007.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1043.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1079.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1115.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1151.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1187.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1223.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1259.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1295.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[paragraph, [321.0, 1331.0, 1168.0, 36.0], shoonya_3sNOSNSFIC5SNJ, 5685610]
[reference, [1253.0, 1403.0, 235.0, 36.0], ffvMGqyG5B, 5685610]
[section-title, [679.0, 1486.0, 447.0, 52.5], shoonya_6sRUC7CJ5TW7YA, 5685610]
[paragraph, [368.0, 1560.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1596.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1632.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1668.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1704.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1740.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1776.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1812.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1848.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1884.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1920.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1956.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
[paragraph, [368.0, 1992.0, 695.0, 36.0], shoonya_0s6SLCOI7AOJJN, 5685610]
