[1267, 882]
[chapter-title, [391.0, 35.0, 199.0, 30.0], shoonya_8sCEV7JQERT2WK, 5776345]
[paragraph, [185.0, 71.0, 627.0, 18.0], shoonya_6sCFVJMSUEMBXR, 5776345]
[paragraph, [185.0, 89.0, 627.0, 18.0], shoonya_6sCFVJMSUEMBXR, 5776345]
[paragraph, [185.0, 107.0, 627.0, 18.0], shoonya_6sCFVJMSUEMBXR, 5776345]
[paragraph, [185.0, 125.0, 627.0, 18.0], shoonya_6sCFVJMSUEMBXR, 5776345]
[paragraph, [185.0, 143.0, 627.0, 18.0], shoonya_6sCFVJMSUEMBXR, 5776345]
[paragraph, [185.0, 161.0, 627.0, 18.0], shoonya_6sCFVJMSUEMBXR, 5776345]
[paragraph, [198.0, 175.0, 268.0, 18.0], shoonya_9sNJD1M4EHJ0Q0, 5776345]
[paragraph, [182.0, 199.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [182.0, 217.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [182.0, 235.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [182.0, 253.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [182.0, 271.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [182.0, 289.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [182.0, 307.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [182.0, 325.0, 622.0, 18.0], shoonya_3s0TV7446UKKY3, 5776345]
[paragraph, [180.0, 350.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 368.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 386.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 404.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 422.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 440.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 458.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 476.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 494.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 512.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 530.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 548.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [180.0, 566.0, 622.0, 18.0], shoonya_1sH0PM753L1SUO, 5776345]
[paragraph, [181.0, 598.0, 621.0, 18.0], shoonya_2sPM7VMZW9GSW3, 5776345]
[paragraph, [181.0, 616.0, 621.0, 18.0], shoonya_2sPM7VMZW9GSW3, 5776345]
[paragraph, [181.0, 634.0, 621.0, 18.0], shoonya_2sPM7VMZW9GSW3, 5776345]
[paragraph, [181.0, 652.0, 621.0, 18.0], shoonya_2sPM7VMZW9GSW3, 5776345]
[paragraph, [181.0, 670.0, 621.0, 18.0], shoonya_2sPM7VMZW9GSW3, 5776345]
[paragraph, [180.0, 699.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 717.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 735.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 753.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 771.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 789.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 807.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 825.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 843.0, 622.0, 18.0], shoonya_0s6K62BSA9ETU9, 5776345]
[paragraph, [180.0, 875.0, 623.0, 18.0], shoonya_4s5YUGF3NDE7AX, 5776345]
[paragraph, [180.0, 893.0, 623.0, 18.0], shoonya_4s5YUGF3NDE7AX, 5776345]
[paragraph, [180.0, 911.0, 623.0, 18.0], shoonya_4s5YUGF3NDE7AX, 5776345]
[paragraph, [180.0, 929.0, 623.0, 18.0], shoonya_4s5YUGF3NDE7AX, 5776345]
[paragraph, [182.0, 950.0, 623.0, 18.0], shoonya_5sOISGC04AWSR4, 5776345]
[paragraph, [182.0, 968.0, 623.0, 18.0], shoonya_5sOISGC04AWSR4, 5776345]
[paragraph, [182.0, 986.0, 623.0, 18.0], shoonya_5sOISGC04AWSR4, 5776345]
[paragraph, [182.0, 1004.0, 623.0, 18.0], shoonya_5sOISGC04AWSR4, 5776345]
[paragraph, [183.0, 1024.0, 617.0, 18.0], shoonya_7s2ZY19C5MRO0Q, 5776345]
[paragraph, [183.0, 1042.0, 617.0, 18.0], shoonya_7s2ZY19C5MRO0Q, 5776345]
