[2338, 1653]
[section-title, [627.0, 272.0, 425.0, 52.5], YkAJk_CLlM, 5658568]
[ordered-list, [181.0, 386.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 422.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 458.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 494.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 530.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 566.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 602.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 638.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 674.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 710.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 746.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 782.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 818.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 854.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 890.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 926.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 962.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 998.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1034.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1070.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1106.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1142.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1178.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1214.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1250.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1286.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1322.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1358.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1394.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1430.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1466.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1502.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1538.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1574.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[ordered-list, [181.0, 1610.0, 1369.0, 36.0], shoonya_0sX5F8M3ZZL3ZK, 5658568]
[contact-info, [1071.0, 1730.0, 506.0, 36.0], cCq4cipJTH, 5658568]
[contact-info, [1071.0, 1766.0, 506.0, 36.0], cCq4cipJTH, 5658568]
[contact-info, [1071.0, 1802.0, 506.0, 36.0], cCq4cipJTH, 5658568]
