[1447, 1063]
[folio, [416.0, 51.0, 202.0, 18.0], LV2td0HsZw, 5762296]
[headline, [128.0, 89.0, 807.0, 25.5], 1IbMtcy5iS, 5762296]
[headline, [128.0, 114.5, 807.0, 25.5], 1IbMtcy5iS, 5762296]
[headline, [128.0, 140.0, 807.0, 25.5], 1IbMtcy5iS, 5762296]
[headline, [128.0, 165.5, 807.0, 25.5], 1IbMtcy5iS, 5762296]
[headline, [128.0, 191.0, 807.0, 25.5], 1IbMtcy5iS, 5762296]
[paragraph, [93.0, 236.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 254.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 272.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 290.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 308.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 326.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 344.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 362.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 380.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 398.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 416.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 434.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [93.0, 452.0, 431.0, 18.0], tmfWs-y0qt, 5762296]
[paragraph, [536.0, 237.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 255.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 273.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 291.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 309.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 327.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 345.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 363.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 381.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 399.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 417.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 435.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 453.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 471.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [536.0, 489.0, 430.0, 18.0], 6ALqzgbSS-, 5762296]
[paragraph, [95.0, 491.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 509.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 527.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 545.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 563.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 581.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 599.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 617.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 635.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 653.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 671.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 689.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 707.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 725.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 743.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 761.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 779.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 797.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 815.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 833.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
[paragraph, [95.0, 851.0, 429.0, 18.0], 1N3fIf_0G1, 5762296]
