[6000, 4167]
[folio, [1394.0, 619.0, 1383.0, 52.5], mxToDMozZ5, 5721793]
[folio, [1394.0, 671.5, 1383.0, 52.5], mxToDMozZ5, 5721793]
[folio, [1394.0, 724.0, 1383.0, 52.5], mxToDMozZ5, 5721793]
[paragraph, [559.0, 910.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 962.5, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1015.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1067.5, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1120.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1172.5, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1225.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1277.5, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1330.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1382.5, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1435.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1487.5, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1540.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1592.5, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [559.0, 1645.0, 3040.0, 52.5], shoonya_0sRC5SSC69NGLF, 5721793]
[paragraph, [556.0, 1816.0, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 1868.5, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 1921.0, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 1973.5, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2026.0, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2078.5, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2131.0, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2183.5, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2236.0, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2288.5, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2341.0, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2393.5, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2446.0, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [556.0, 2498.5, 3043.0, 52.5], n04KTZB4s1, 5721793]
[paragraph, [551.0, 2711.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 2763.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 2816.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 2868.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 2921.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 2973.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3026.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3078.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3131.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3183.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3236.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3288.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3341.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3393.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3446.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3498.5, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [551.0, 3551.0, 3032.0, 52.5], ESmOC8dCh7, 5721793]
[paragraph, [541.0, 3724.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 3776.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 3829.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 3881.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 3934.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 3986.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4039.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4091.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4144.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4196.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4249.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4301.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4354.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4406.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4459.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4511.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4564.0, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [541.0, 4616.5, 3043.0, 52.5], CGRJJJyuab, 5721793]
[paragraph, [535.0, 4704.0, 3053.0, 52.5], Q8EPDc3bYG, 5721793]
[paragraph, [535.0, 4756.5, 3053.0, 52.5], Q8EPDc3bYG, 5721793]
[paragraph, [535.0, 4809.0, 3053.0, 52.5], Q8EPDc3bYG, 5721793]
[paragraph, [535.0, 4861.5, 3053.0, 52.5], Q8EPDc3bYG, 5721793]
[paragraph, [535.0, 4914.0, 3053.0, 52.5], Q8EPDc3bYG, 5721793]
[paragraph, [535.0, 4966.5, 3053.0, 52.5], Q8EPDc3bYG, 5721793]
[paragraph, [530.0, 5094.0, 3053.0, 52.5], nNyhUh8tZA, 5721793]
[paragraph, [530.0, 5146.5, 3053.0, 52.5], nNyhUh8tZA, 5721793]
[paragraph, [530.0, 5199.0, 3053.0, 52.5], nNyhUh8tZA, 5721793]
[paragraph, [530.0, 5251.5, 3053.0, 52.5], nNyhUh8tZA, 5721793]
[paragraph, [530.0, 5304.0, 3053.0, 52.5], nNyhUh8tZA, 5721793]
