[1518, 1075]
[paragraph, [89.0, 172.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 208.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 244.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 280.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 316.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 352.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 388.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 424.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 460.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 496.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 532.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 568.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 604.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [89.0, 640.0, 427.0, 36.0], shoonya_0sAEJZETTPI7X9, 5722147]
[paragraph, [532.0, 174.0, 426.0, 36.0], shoonya_6sMARRUG0A3B30, 5722147]
[paragraph, [533.0, 233.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 269.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 305.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 341.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 377.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 413.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 449.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 485.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 521.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 557.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 593.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 629.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 665.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 701.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 737.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 773.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 809.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 845.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 881.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 917.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 953.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 989.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 1025.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 1061.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [533.0, 1097.0, 425.0, 36.0], shoonya_4sA5HK8DSB2DID, 5722147]
[paragraph, [85.0, 699.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 735.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 771.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 807.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 843.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 879.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 915.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 951.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 987.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1023.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1059.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1095.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1131.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1167.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1203.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1239.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [85.0, 1275.0, 432.0, 36.0], shoonya_1sM3IOR6LUBX1S, 5722147]
[paragraph, [535.0, 1144.0, 428.0, 36.0], shoonya_2sNIRC101WUELB, 5722147]
[paragraph, [535.0, 1180.0, 428.0, 36.0], shoonya_2sNIRC101WUELB, 5722147]
[paragraph, [535.0, 1216.0, 428.0, 36.0], shoonya_2sNIRC101WUELB, 5722147]
[paragraph, [535.0, 1252.0, 428.0, 36.0], shoonya_2sNIRC101WUELB, 5722147]
[paragraph, [535.0, 1288.0, 428.0, 36.0], shoonya_2sNIRC101WUELB, 5722147]
[folio, [208.0, 1333.0, 656.0, 36.0], w6iEtahKdj, 5722147]
