[2640, 2040]
[folio, [219.0, 127.0, 224.0, 46.5], wk3ygL3kMz, 5694123]
[paragraph, [753.0, 236.0, 527.0, 46.5], qjpXXumGoW, 5694123]
[paragraph, [1303.0, 242.0, 517.0, 46.5], O4xoCsoGBP, 5694123]
[paragraph, [193.0, 249.0, 517.0, 46.5], JiKFgqFLXL, 5694123]
[paragraph, [193.0, 295.5, 517.0, 46.5], JiKFgqFLXL, 5694123]
[paragraph, [193.0, 342.0, 517.0, 46.5], JiKFgqFLXL, 5694123]
[paragraph, [193.0, 388.5, 517.0, 46.5], JiKFgqFLXL, 5694123]
[paragraph, [1303.0, 340.0, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [1303.0, 386.5, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [1303.0, 433.0, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [1303.0, 479.5, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [1303.0, 526.0, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [1303.0, 572.5, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [1303.0, 619.0, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [1303.0, 665.5, 546.0, 46.5], QgAzmjIFs9, 5694123]
[paragraph, [758.0, 349.0, 514.0, 46.5], ALXmlCs9rQ, 5694123]
[paragraph, [758.0, 395.5, 514.0, 46.5], ALXmlCs9rQ, 5694123]
[paragraph, [758.0, 442.0, 514.0, 46.5], ALXmlCs9rQ, 5694123]
[paragraph, [758.0, 488.5, 514.0, 46.5], ALXmlCs9rQ, 5694123]
[paragraph, [758.0, 535.0, 514.0, 46.5], ALXmlCs9rQ, 5694123]
[paragraph, [198.0, 469.0, 511.0, 46.5], 6LUeLI3CXT, 5694123]
[paragraph, [198.0, 515.5, 511.0, 46.5], 6LUeLI3CXT, 5694123]
[paragraph, [758.0, 593.0, 531.0, 46.5], ZmCKLS3U5V, 5694123]
[paragraph, [198.0, 647.0, 473.0, 46.5], BY6PEqV8vQ, 5694123]
[paragraph, [760.0, 684.0, 519.0, 46.5], gVTNs0hXME, 5694123]
[paragraph, [163.0, 727.0, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 773.5, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 820.0, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 866.5, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 913.0, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 959.5, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 1006.0, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 1052.5, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 1099.0, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [163.0, 1145.5, 417.0, 46.5], afuce-oABW, 5694123]
[paragraph, [1468.0, 738.0, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1468.0, 784.5, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1468.0, 831.0, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1468.0, 877.5, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1468.0, 924.0, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1468.0, 970.5, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1468.0, 1017.0, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1468.0, 1063.5, 366.0, 46.5], fMAR6sPNd_, 5694123]
[paragraph, [1471.0, 1120.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1166.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1213.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1259.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1306.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1352.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1399.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1445.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1492.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1538.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1585.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1631.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1678.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1724.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1771.0, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [1471.0, 1817.5, 392.0, 46.5], O6PifqsPrA, 5694123]
[paragraph, [193.0, 1218.0, 315.0, 46.5], pUNQVfrTQC, 5694123]
[paragraph, [150.0, 1287.0, 398.0, 46.5], nR8Hk882x8, 5694123]
[paragraph, [150.0, 1333.5, 398.0, 46.5], nR8Hk882x8, 5694123]
[paragraph, [150.0, 1380.0, 398.0, 46.5], nR8Hk882x8, 5694123]
[paragraph, [150.0, 1426.5, 398.0, 46.5], nR8Hk882x8, 5694123]
[paragraph, [150.0, 1473.0, 398.0, 46.5], nR8Hk882x8, 5694123]
[paragraph, [168.0, 1553.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1599.5, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1646.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1692.5, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1739.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1785.5, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1832.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1878.5, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1925.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 1971.5, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 2018.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 2064.5, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 2111.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 2157.5, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [168.0, 2204.0, 552.0, 46.5], gfSOgBPxOp, 5694123]
[paragraph, [740.0, 1884.0, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [740.0, 1930.5, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [740.0, 1977.0, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [740.0, 2023.5, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [740.0, 2070.0, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [740.0, 2116.5, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [740.0, 2163.0, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [740.0, 2209.5, 542.0, 46.5], H_UuhygI-o, 5694123]
[paragraph, [1307.0, 1897.0, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [1307.0, 1943.5, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [1307.0, 1990.0, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [1307.0, 2036.5, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [1307.0, 2083.0, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [1307.0, 2129.5, 547.0, 46.5], UWbXbDX71q, 5694123]
[paragraph, [1307.0, 2176.0, 547.0, 46.5], UWbXbDX71q, 5694123]
