[1298, 853]
[section-title, [348.0, 68.0, 156.0, 30.0], shoonya_1s2VS2FKSU80HB, 5709635]
[paragraph, [72.0, 114.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 132.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 150.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 168.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 186.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 204.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 222.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 240.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [72.0, 258.0, 707.0, 18.0], shoonya_0s9JMQFJZ05LFY, 5709635]
[paragraph, [68.0, 287.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 305.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 323.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 341.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 359.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 377.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 395.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 413.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 431.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 449.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [68.0, 467.0, 716.0, 18.0], LJKLaPVLs3, 5709635]
[paragraph, [70.0, 488.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 506.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 524.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 542.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 560.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 578.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 596.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 614.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 632.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 650.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 668.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 686.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 704.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 722.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 740.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 758.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 776.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 794.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 812.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 830.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 848.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 866.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 884.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 902.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 920.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 938.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
[paragraph, [70.0, 956.0, 713.0, 18.0], shoonya_3sM1WUKNSEWCDR, 5709635]
