[1273, 940]
[chapter-title, [295.0, 56.0, 188.0, 30.0], shoonya_0sLFPNQ9EASXDH, 5775933]
[paragraph, [78.0, 97.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 115.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 133.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 151.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 169.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 187.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 205.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 223.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 241.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [78.0, 259.0, 639.0, 18.0], K8toqDT1Ib, 5775933]
[paragraph, [80.0, 276.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 294.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 312.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 330.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 348.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 366.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 384.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 402.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 420.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 438.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 456.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 474.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [80.0, 492.0, 636.0, 18.0], BTf5VmN717, 5775933]
[paragraph, [79.0, 525.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [79.0, 543.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [79.0, 561.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [79.0, 579.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [79.0, 597.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [79.0, 615.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [79.0, 633.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [79.0, 651.0, 639.0, 18.0], ZFxnCfmt88, 5775933]
[paragraph, [78.0, 675.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [78.0, 693.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [78.0, 711.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [78.0, 729.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [78.0, 747.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [78.0, 765.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [78.0, 783.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [78.0, 801.0, 643.0, 18.0], MP4CMvocD6, 5775933]
[paragraph, [77.0, 827.0, 647.0, 18.0], hI2X4l2epb, 5775933]
[paragraph, [77.0, 845.0, 647.0, 18.0], hI2X4l2epb, 5775933]
[paragraph, [77.0, 863.0, 647.0, 18.0], hI2X4l2epb, 5775933]
[paragraph, [77.0, 881.0, 647.0, 18.0], hI2X4l2epb, 5775933]
[paragraph, [77.0, 899.0, 647.0, 18.0], hI2X4l2epb, 5775933]
[paragraph, [77.0, 917.0, 647.0, 18.0], hI2X4l2epb, 5775933]
[paragraph, [79.0, 950.0, 649.0, 18.0], DtvjdA9-cH, 5775933]
[paragraph, [79.0, 968.0, 649.0, 18.0], DtvjdA9-cH, 5775933]
[paragraph, [79.0, 986.0, 649.0, 18.0], DtvjdA9-cH, 5775933]
[paragraph, [79.0, 1004.0, 649.0, 18.0], DtvjdA9-cH, 5775933]
[paragraph, [79.0, 1022.0, 649.0, 18.0], DtvjdA9-cH, 5775933]
[paragraph, [79.0, 1040.0, 649.0, 18.0], DtvjdA9-cH, 5775933]
[paragraph, [97.0, 1074.0, 625.0, 18.0], Nww3VxmoHx, 5775933]
[paragraph, [97.0, 1092.0, 625.0, 18.0], Nww3VxmoHx, 5775933]
