[1447, 1063]
[folio, [430.0, 45.0, 231.0, 18.0], em1-HXQI8h, 5763044]
[folio, [430.0, 63.0, 231.0, 18.0], em1-HXQI8h, 5763044]
[headline, [538.0, 99.0, 438.0, 25.5], shoonya_2s6R1C4JA8QHHX, 5763044]
[headline, [538.0, 124.5, 438.0, 25.5], shoonya_2s6R1C4JA8QHHX, 5763044]
[headline, [538.0, 150.0, 438.0, 25.5], shoonya_2s6R1C4JA8QHHX, 5763044]
[headline, [538.0, 175.5, 438.0, 25.5], shoonya_2s6R1C4JA8QHHX, 5763044]
[paragraph, [536.0, 205.0, 435.0, 18.0], N6orvCZiTv, 5763044]
[paragraph, [536.0, 223.0, 435.0, 18.0], N6orvCZiTv, 5763044]
[paragraph, [536.0, 241.0, 435.0, 18.0], N6orvCZiTv, 5763044]
[section-title, [536.0, 269.0, 128.0, 30.0], N6_yv0h7c2, 5763044]
[paragraph, [538.0, 319.0, 428.0, 18.0], 9MTdZgVzbY, 5763044]
[paragraph, [538.0, 337.0, 428.0, 18.0], 9MTdZgVzbY, 5763044]
[paragraph, [538.0, 355.0, 428.0, 18.0], 9MTdZgVzbY, 5763044]
[paragraph, [538.0, 373.0, 428.0, 18.0], 9MTdZgVzbY, 5763044]
[paragraph, [536.0, 394.0, 432.0, 18.0], 0-ypQ8CnHS, 5763044]
[paragraph, [536.0, 412.0, 432.0, 18.0], 0-ypQ8CnHS, 5763044]
[paragraph, [536.0, 430.0, 432.0, 18.0], 0-ypQ8CnHS, 5763044]
[paragraph, [536.0, 448.0, 432.0, 18.0], 0-ypQ8CnHS, 5763044]
[paragraph, [536.0, 466.0, 432.0, 18.0], 0-ypQ8CnHS, 5763044]
[paragraph, [89.0, 438.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 456.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 474.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 492.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 510.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 528.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 546.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 564.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 582.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 600.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 618.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 636.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 654.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 672.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [89.0, 690.0, 442.0, 18.0], BNKlfwlcK3, 5763044]
[paragraph, [534.0, 497.0, 433.0, 18.0], shoonya_13s1QMXJTCLJJ0, 5763044]
[paragraph, [534.0, 515.0, 433.0, 18.0], shoonya_13s1QMXJTCLJJ0, 5763044]
[paragraph, [534.0, 533.0, 433.0, 18.0], shoonya_13s1QMXJTCLJJ0, 5763044]
[paragraph, [534.0, 551.0, 433.0, 18.0], shoonya_13s1QMXJTCLJJ0, 5763044]
[paragraph, [534.0, 569.0, 433.0, 18.0], shoonya_13s1QMXJTCLJJ0, 5763044]
[section-title, [536.0, 593.0, 201.0, 30.0], shoonya_8sW8NY69YDMB0N, 5763044]
[paragraph, [533.0, 637.0, 435.0, 18.0], 75YoKm-EtE, 5763044]
[paragraph, [533.0, 655.0, 435.0, 18.0], 75YoKm-EtE, 5763044]
[paragraph, [533.0, 673.0, 435.0, 18.0], 75YoKm-EtE, 5763044]
[paragraph, [533.0, 691.0, 435.0, 18.0], 75YoKm-EtE, 5763044]
[paragraph, [533.0, 709.0, 435.0, 18.0], 75YoKm-EtE, 5763044]
