[1063, 1418]
[section-title, [202.0, 138.0, 928.0, 30.0], A_LGHD7C9l, 5726525]
[section-title, [202.0, 168.0, 928.0, 30.0], A_LGHD7C9l, 5726525]
[section-title, [202.0, 198.0, 928.0, 30.0], A_LGHD7C9l, 5726525]
[section-title, [202.0, 228.0, 928.0, 30.0], A_LGHD7C9l, 5726525]
[paragraph, [197.0, 291.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 309.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 327.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 345.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 363.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 381.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 399.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 417.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 435.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 453.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 471.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 489.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 507.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 525.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 543.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 561.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 579.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 597.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 615.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 633.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 651.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 669.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 687.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 705.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 723.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 741.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 759.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 777.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 795.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 813.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 831.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 849.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[paragraph, [197.0, 867.0, 525.0, 18.0], shoonya_0sR3DQOTP3K1IF, 5726525]
[contact-info, [872.0, 324.0, 272.0, 18.0], UuVR01oyJK, 5726525]
[contact-info, [872.0, 342.0, 272.0, 18.0], UuVR01oyJK, 5726525]
[contact-info, [872.0, 360.0, 272.0, 18.0], UuVR01oyJK, 5726525]
[contact-info, [872.0, 378.0, 272.0, 18.0], UuVR01oyJK, 5726525]
[contact-info, [872.0, 396.0, 272.0, 18.0], UuVR01oyJK, 5726525]
[section-title, [779.0, 437.0, 350.0, 30.0], J-4k3udiH4, 5726525]
[sub-section-title, [776.0, 483.0, 350.0, 25.5], PPcYACqLNI, 5726525]
[subsub-section-title, [911.0, 582.0, 99.0, 15.0], V8euCpzOWJ, 5726525]
[subsub-section-title, [911.0, 597.0, 99.0, 15.0], V8euCpzOWJ, 5726525]
[paragraph, [765.0, 614.0, 384.0, 18.0], 1ZLD8o8EBa, 5726525]
[subsub-section-title, [760.0, 659.0, 111.0, 15.0], p7HnhUk45-, 5726525]
[ordered-list, [751.0, 685.0, 402.0, 18.0], pf3fKR-Qp9, 5726525]
[ordered-list, [751.0, 703.0, 402.0, 18.0], pf3fKR-Qp9, 5726525]
[ordered-list, [751.0, 721.0, 402.0, 18.0], pf3fKR-Qp9, 5726525]
[ordered-list, [751.0, 739.0, 402.0, 18.0], pf3fKR-Qp9, 5726525]
[ordered-list, [751.0, 757.0, 402.0, 18.0], pf3fKR-Qp9, 5726525]
