[1372, 849]
[section-title, [332.0, 67.0, 191.0, 30.0], shoonya_1sDOJSZF4XZPNI, 5709998]
[paragraph, [69.0, 136.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 154.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 172.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 190.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 208.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 226.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 244.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 262.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 280.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 298.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 316.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 334.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 352.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 370.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 388.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 406.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 424.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 442.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 460.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 478.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 496.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 514.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 532.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 550.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 568.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 586.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 604.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 622.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 640.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 658.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 676.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 694.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 712.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 730.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 748.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 766.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 784.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 802.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 820.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 838.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 856.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [69.0, 874.0, 704.0, 18.0], shoonya_2s4F3CC1SOX1VG, 5709998]
[paragraph, [68.0, 901.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 919.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 937.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 955.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 973.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 991.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1009.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1027.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1045.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1063.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1081.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1099.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1117.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1135.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1153.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1171.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1189.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1207.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1225.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[paragraph, [68.0, 1243.0, 707.0, 18.0], shoonya_0s6730V64GN90O, 5709998]
[folio, [178.0, 1269.0, 32.0, 18.0], shoonya_3s4LDES3RASAKE, 5709998]
