[5478, 3644]
[folio, [2283.0, 422.0, 799.0, 52.5], 9ul8qTEXpd, 5709901]
[folio, [2283.0, 474.5, 799.0, 52.5], 9ul8qTEXpd, 5709901]
[folio, [2283.0, 527.0, 799.0, 52.5], 9ul8qTEXpd, 5709901]
[paragraph, [555.0, 639.0, 538.0, 52.5], shoonya_2sWYYW5O0HSXV9, 5709901]
[paragraph, [555.0, 691.5, 538.0, 52.5], shoonya_2sWYYW5O0HSXV9, 5709901]
[paragraph, [491.0, 785.0, 2674.0, 52.5], PFbF65rAZs, 5709901]
[paragraph, [491.0, 837.5, 2674.0, 52.5], PFbF65rAZs, 5709901]
[paragraph, [491.0, 890.0, 2674.0, 52.5], PFbF65rAZs, 5709901]
[paragraph, [491.0, 942.5, 2674.0, 52.5], PFbF65rAZs, 5709901]
[paragraph, [693.0, 1043.0, 1502.0, 52.5], lBH378CbvR, 5709901]
[paragraph, [693.0, 1095.5, 1502.0, 52.5], lBH378CbvR, 5709901]
[paragraph, [523.0, 1171.0, 2554.0, 52.5], CqNJqKFgRI, 5709901]
[paragraph, [523.0, 1223.5, 2554.0, 52.5], CqNJqKFgRI, 5709901]
[paragraph, [523.0, 1276.0, 2554.0, 52.5], CqNJqKFgRI, 5709901]
[paragraph, [523.0, 1328.5, 2554.0, 52.5], CqNJqKFgRI, 5709901]
[paragraph, [523.0, 1381.0, 2554.0, 52.5], CqNJqKFgRI, 5709901]
[paragraph, [523.0, 1433.5, 2554.0, 52.5], CqNJqKFgRI, 5709901]
[paragraph, [523.0, 1486.0, 2554.0, 52.5], CqNJqKFgRI, 5709901]
[paragraph, [413.0, 1539.0, 2701.0, 52.5], 5kTAMIg9Sy, 5709901]
[paragraph, [413.0, 1591.5, 2701.0, 52.5], 5kTAMIg9Sy, 5709901]
[paragraph, [413.0, 1644.0, 2701.0, 52.5], 5kTAMIg9Sy, 5709901]
[paragraph, [413.0, 1696.5, 2701.0, 52.5], 5kTAMIg9Sy, 5709901]
[paragraph, [413.0, 1749.0, 2701.0, 52.5], 5kTAMIg9Sy, 5709901]
[paragraph, [413.0, 1801.5, 2701.0, 52.5], 5kTAMIg9Sy, 5709901]
[paragraph, [413.0, 1854.0, 2701.0, 52.5], 5kTAMIg9Sy, 5709901]
[paragraph, [452.0, 1949.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2001.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2054.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2106.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2159.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2211.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2264.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2316.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2369.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2421.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2474.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2526.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2579.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2631.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2684.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2736.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2789.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2841.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2894.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2946.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 2999.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3051.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3104.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3156.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3209.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3261.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3314.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3366.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3419.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3471.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3524.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3576.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3629.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3681.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3734.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3786.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3839.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3891.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3944.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 3996.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 4049.0, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [452.0, 4101.5, 2678.0, 52.5], shoonya_0sDXWSA65W6RYK, 5709901]
[paragraph, [482.0, 4149.0, 2637.0, 52.5], t-UBNGDODr, 5709901]
[paragraph, [482.0, 4201.5, 2637.0, 52.5], t-UBNGDODr, 5709901]
[paragraph, [482.0, 4254.0, 2637.0, 52.5], t-UBNGDODr, 5709901]
[paragraph, [482.0, 4306.5, 2637.0, 52.5], t-UBNGDODr, 5709901]
[paragraph, [680.0, 4388.0, 2389.0, 52.5], N2ME2E7eyK, 5709901]
[paragraph, [680.0, 4440.5, 2389.0, 52.5], N2ME2E7eyK, 5709901]
[paragraph, [680.0, 4493.0, 2389.0, 52.5], N2ME2E7eyK, 5709901]
[paragraph, [680.0, 4545.5, 2389.0, 52.5], N2ME2E7eyK, 5709901]
[paragraph, [680.0, 4598.0, 2389.0, 52.5], N2ME2E7eyK, 5709901]
[paragraph, [505.0, 4669.0, 2591.0, 52.5], 6tYMIP1yX-, 5709901]
[paragraph, [505.0, 4721.5, 2591.0, 52.5], 6tYMIP1yX-, 5709901]
