[540, 960]
[section-title, [41.0, 95.0, 557.0, 30.0], shoonya_1sW8HIF5WGBQIA, 5715301]
[paragraph, [169.0, 191.0, 197.0, 18.0], VddaVJUMK7, 5715301]
[paragraph, [169.0, 209.0, 197.0, 18.0], VddaVJUMK7, 5715301]
[sidebar, [530.0, 245.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 263.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 281.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 299.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 317.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 335.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 353.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 371.0, 386.0, 18.0], CATBV43nOT, 5715301]
[sidebar, [530.0, 389.0, 386.0, 18.0], CATBV43nOT, 5715301]
[paragraph, [188.0, 293.0, 151.0, 18.0], DG_HHYRLRu, 5715301]
[paragraph, [188.0, 311.0, 151.0, 18.0], DG_HHYRLRu, 5715301]
[paragraph, [188.0, 329.0, 151.0, 18.0], DG_HHYRLRu, 5715301]
[paragraph, [188.0, 347.0, 151.0, 18.0], DG_HHYRLRu, 5715301]
[paragraph, [188.0, 365.0, 151.0, 18.0], DG_HHYRLRu, 5715301]
[paragraph, [188.0, 383.0, 151.0, 18.0], DG_HHYRLRu, 5715301]
[paragraph, [39.0, 314.0, 138.0, 18.0], fBRkK_xVDT, 5715301]
[paragraph, [39.0, 332.0, 138.0, 18.0], fBRkK_xVDT, 5715301]
[paragraph, [39.0, 350.0, 138.0, 18.0], fBRkK_xVDT, 5715301]
[paragraph, [376.0, 320.0, 88.0, 18.0], 3vaTuN71dt, 5715301]
[paragraph, [376.0, 338.0, 88.0, 18.0], 3vaTuN71dt, 5715301]
[paragraph, [376.0, 356.0, 88.0, 18.0], 3vaTuN71dt, 5715301]
[paragraph, [177.0, 439.0, 190.0, 18.0], X9vDUUI6rx, 5715301]
[paragraph, [177.0, 457.0, 190.0, 18.0], X9vDUUI6rx, 5715301]
[paragraph, [177.0, 475.0, 190.0, 18.0], X9vDUUI6rx, 5715301]
[paragraph, [177.0, 493.0, 190.0, 18.0], X9vDUUI6rx, 5715301]
[folio, [863.0, 466.0, 94.0, 18.0], shoonya_2sZ4MBPUFR3N03, 5715301]
[folio, [863.0, 484.0, 94.0, 18.0], shoonya_2sZ4MBPUFR3N03, 5715301]
[folio, [863.0, 502.0, 94.0, 18.0], shoonya_2sZ4MBPUFR3N03, 5715301]
[folio, [4.0, 493.0, 109.0, 18.0], shoonya_0sVSJYFNQTDKSN, 5715301]
[folio, [4.0, 511.0, 109.0, 18.0], shoonya_0sVSJYFNQTDKSN, 5715301]
